Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum,0,0,0.031689997,0.009650003,0,6.347830635,0.014669996,0.28412,0,0,0,0,0.149480045,0,0.02578,0.003180001,0.459309862,0,0.26141,0.013469999,0,0.00344,0.180429946,0.003909999,2.297379541,1.004300301,0.013820004,0,0.005369998,0,0.005110001,0.00199,0,0.124279963,0.005369999,0.00024,0.01379,0.831500166,0.083260017,0,0.06633,0.025910003,0,0,0.205779938,0.016179998,0,1.251969624,0.097600029,0,0.0035,0,0,2.236558658,0.010380005,0.024700002,2.1664587,0,0,0.00126,0.432160086,0.237570048,0.025649997,11.28541451,0,0.244190147,0.028969997,0.019209992,0.11182,0.021509998,0.014089993,0.196639941,0.069760028,0,0.065810007,0.021610002,0,0.02224,0,0.035019986,0.011620003,0.006199998,0.012719995,0.103119979
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,0,0,0.025769997,1.13168034,0,0,0.019939994,0,0,0,0,0.001899999,0.019260006,0.124819975,0.0089,0.007160001,0.088449973,0,0.00838,0.694079931,0,0.026540003,1.276929617,0.002609999,1.429379714,4.491831348,0,0,0,0.002030001,0,0,0,0,0,0,0,0,0.158290032,0,0,0.00222,0.00106,0,1.153639654,0,0,0,0,0,0,0,0,0.348849791,0,0,0.153649908,0,0,0,0.313430063,0,0,2.026860811,0,0,0.050459995,0,0,0.005819999,0,0,0.094690038,0,0,0.007760001,0,0,0,0.664429734,0.013030004,0,0.170069932,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella,0.660739802,0.010860003,4.427419557,3.6654411,0,0,0,1.09545,0,2.937510588,0,0.007309997,0,0,0,0,0,0,0,0,0.046710005,0,0,2.975619107,0,0,0.095810029,2.555268978,0,0,0,0.220730022,2.437600488,0,0,0,0,0,0,0,0,0,0,6.456301937,0,0,0.006079999,0,0,0,0,0,0,0,3.963991982,0,0,3.528439294,2.737018631,0,0,0.035380007,0,0,0,0,0,0.073149971,0.1477,0,0.630399685,0,0.911990365,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,0.660739802,0.010860003,4.427419557,3.6654411,0,0,0,1.09545,0,2.937510588,0,0.007309997,0,0,0,0,0,0,0,0,0.046710005,0,0,2.975619107,0,0,0.095810029,2.555268978,0,0,0,0.220730022,2.437600488,0,0,0,0,0,0,0,0,0,0,6.456301937,0,0,0.006079999,0,0,0,0,0,0,0,3.963991982,0,0,3.528439294,2.737018631,0,0,0.035380007,0,0,0,0,0,0.073149971,0.1477,0,0.630399685,0,0.911990365,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania,0,0,0,0.042300013,0.00088,0,0,0,0,0,0.020399998,0,0.005490002,0,0,0,0,0.00091,0,0,0,0,0,0.011239997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008120002,0.019380004,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0.006150003,0.120080012,0,0.00126,0,0,0,0,0,0,0,0,0.031059997,0,0.014,0,0,0.008479997,0.021240008,0,0,0,0,0,0,0,0.004440001,0,0,0.005889999
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis,0,0,0,0.042300013,0.00088,0,0,0,0,0,0.020399998,0,0.005490002,0,0,0,0,0.00091,0,0,0,0,0,0.011239997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008120002,0.019380004,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0,0.006150003,0.120080012,0,0.00126,0,0,0,0,0,0,0,0,0.031059997,0,0.014,0,0,0.008479997,0.021240008,0,0,0,0,0,0,0,0.004440001,0,0,0.005889999
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter,0,0,0.00082,0,0,0.589090059,0,0.04835,0.012180001,0,0.010319999,0,0,0,0.2072,0,0.063569981,0.163200016,0.15541,0.028529997,0.058290006,0,0,0.020769994,0,0.029890009,0.122580037,0,0,0.002490001,1.094240219,0,0.021300004,0.06537998,0,0.144509913,0,0,0.016860003,0,0,0,0,0.00148,0.00042,0.168219983,0,0,0,0,0,0.11856,0.046879986,0,0,0,0,0.370089926,0,0,0.104180021,0,0,0,0,0.055150033,0,0,0.03363,0.157999984,0,0.008519997,0.007410003,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis,0,0,0.00082,0,0,0.589090059,0,0.04835,0.012180001,0,0.010319999,0,0,0,0.2072,0,0.063569981,0.163200016,0.15541,0.028529997,0.058290006,0,0,0.020769994,0,0.029890009,0.122580037,0,0,0.002490001,1.094240219,0,0.021300004,0.06537998,0,0.144509913,0,0,0.016860003,0,0,0,0,0.00148,0.00042,0.168219983,0,0,0,0,0,0.11856,0.046879986,0,0,0,0,0.370089926,0,0,0.104180021,0,0,0,0,0.055150033,0,0,0.03363,0.157999984,0,0.008519997,0.007410003,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified,0.096299971,0.254210076,0.123629988,0.575100173,0.08008996,3.111450311,0,0.24124,0,0.153180031,0.341959966,0,0.492590148,0,0.12227,0.007700002,0.081929975,0.447940045,0,0,0.147340015,0,0.962499711,0.086429974,0,0,0.420580126,0,0.06562998,0.127760038,0,0.09726001,0.969000194,0.004929999,0,0.004629997,0.11788,0.576750115,0,0.012489994,0.02564,0,0.153429969,0,0,0,0.142039986,0.414929876,0.664260199,0.428280043,0.00027,0.50218,0.080359976,0,0.883260442,0,0,0.119539976,0.045089977,0.025189997,0.688370138,0,0,0,0.310570062,0,0.264119974,0.087219965,0.03137,0,0.332129834,0.035569989,0.756160302,0.170179966,0.80379008,0,0.006110002,0,0.590359528,0,0.288960087,0.182979945,0.246039902,0.128209974
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified,0.096299971,0.254210076,0.123629988,0.575100173,0.08008996,3.111450311,0,0.24124,0,0.153180031,0.341959966,0,0.492590148,0,0.12227,0.007700002,0.081929975,0.447940045,0,0,0.147340015,0,0.962499711,0.086429974,0,0,0.420580126,0,0.06562998,0.127760038,0,0.09726001,0.969000194,0.004929999,0,0.004629997,0.11788,0.576750115,0,0.012489994,0.02564,0,0.153429969,0,0,0,0.142039986,0.414929876,0.664260199,0.428280043,0.00027,0.50218,0.080359976,0,0.883260442,0,0,0.119539976,0.045089977,0.025189997,0.688370138,0,0,0,0.310570062,0,0.264119974,0.087219965,0.03137,0,0.332129834,0.035569989,0.756160302,0.170179966,0.80379008,0,0.006110002,0,0.590359528,0,0.288960087,0.182979945,0.246039902,0.128209974
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified,0.096299971,0.254210076,0.123629988,0.575100173,0.08008996,3.111450311,0,0.24124,0,0.153180031,0.341959966,0,0.492590148,0,0.12227,0.007700002,0.081929975,0.447940045,0,0,0.147340015,0,0.962499711,0.086429974,0,0,0.420580126,0,0.06562998,0.127760038,0,0.09726001,0.969000194,0.004929999,0,0.004629997,0.11788,0.576750115,0,0.012489994,0.02564,0,0.153429969,0,0,0,0.142039986,0.414929876,0.664260199,0.428280043,0.00027,0.50218,0.080359976,0,0.883260442,0,0,0.119539976,0.045089977,0.025189997,0.688370138,0,0,0,0.310570062,0,0.264119974,0.087219965,0.03137,0,0.332129834,0.035569989,0.756160302,0.170179966,0.80379008,0,0.006110002,0,0.590359528,0,0.288960087,0.182979945,0.246039902,0.128209974
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified,0.096299971,0.254210076,0.123629988,0.575100173,0.08008996,3.111450311,0,0.24124,0,0.153180031,0.341959966,0,0.492590148,0,0.12227,0.007700002,0.081929975,0.447940045,0,0,0.147340015,0,0.962499711,0.086429974,0,0,0.420580126,0,0.06562998,0.127760038,0,0.09726001,0.969000194,0.004929999,0,0.004629997,0.11788,0.576750115,0,0.012489994,0.02564,0,0.153429969,0,0,0,0.142039986,0.414929876,0.664260199,0.428280043,0.00027,0.50218,0.080359976,0,0.883260442,0,0,0.119539976,0.045089977,0.025189997,0.688370138,0,0,0,0.310570062,0,0.264119974,0.087219965,0.03137,0,0.332129834,0.035569989,0.756160302,0.170179966,0.80379008,0,0.006110002,0,0.590359528,0,0.288960087,0.182979945,0.246039902,0.128209974
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,0.076529977,0.185370056,0,0,0.071799964,0,0,0.15531,0,0.013820003,0,0,0.168680051,0,0,0,0,0.033190003,0,0,0,0,0,0.00029,0,0,0,0,0,0,0,0,0.293930059,0,0,0,0.02373,0,0,0,0,0,0,0,0,0,0.005209999,0,0,0.022560002,0,0.33083,0,0,0.087250044,0,0,0.023019995,0.045089977,0.018849998,0,0,0,0,0.232290046,0,0,0.038849984,0,0,0,0,0,0,0,0,0,0,0.048559961,0,0.041290012,0,0.011759995,0.015079997
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83,0.006909998,0.068840021,0.122569988,0,0.008289996,0,0,0.07312,0,0.135100027,0.341959966,0,0.257940077,0,0.12227,0,0,0.041080004,0,0,0.058550006,0,0,0.028799991,0,0,0.371140111,0,0.06562998,0.10013003,0,0.086660009,0.018840004,0,0,0,0.0862,0.576750115,0,0.012489994,0.02564,0,0.153429969,0,0,0,0.136829986,0.40161988,0.655770197,0.405720041,0.00027,0.05645,0.080359976,0,0.65961033,0,0,0.081229984,0,0.006339999,0.685010137,0,0,0,0.012660003,0,0.264119974,0.041059984,0.03022,0,0.14027993,0.035569989,0.732750293,0.170179966,0.80379008,0,0.006110002,0,0.541799567,0,0.247670074,0.182979945,0.234279906,0.113129977
k__Bacteria|p__Firmicutes|c__Negativicutes,0.215659935,0.628020188,2.688569731,0.435420131,9.269525365,8.947760895,0.006109998,0.8737,0.054960005,0.272730055,0.132859987,0.02574999,0.687260206,1.518309696,0.12831,0.120370024,0.074049978,0.056010006,0.38114,0.09893999,2.786500279,1.40158014,0.092409972,21.77266347,0.112179978,0.20053006,4.292571288,3.614738554,2.83391915,3.444851033,0.041860008,3.728950373,1.136940227,0.559799832,0.240689976,0.713349572,1.05383,3.494130699,0.567200113,7.77937611,2.0243,1.024310102,16.08323678,2.317250695,8.298237511,2.705019729,1.737089826,4.712188586,2.870390861,0,1.319629868,3.22186,0.759819772,1.54971907,0.510660255,0.919680092,0.529079683,1.462309708,0.14006993,1.407029859,0.306790061,0,0.289899971,2.792561117,0.384520077,0.144170087,0.006269999,14.45907422,0.01442,0.00446,0.174259913,0.018789994,0.004600002,1.436619713,0.718940072,12.84451128,0.00054,1.57539,11.79947056,0.063199975,2.157110647,1.013349696,0.348479861,0.24934995
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales,0.143619957,0.004750001,0.007629999,0.429760129,0.131779934,0,0,0.82747,0,0.272730055,0.132859987,0,0.6651802,0,0.12831,0.106660021,0,0.025620003,0.00356,0,0.020660002,1.40158014,0.082059975,2.740239178,0,0,3.314270994,3.614738554,0.00147,0.270010081,0.012650003,0,1.136940227,0.054829984,0.20470998,0.396369762,0.03624,2.044020409,0.443250089,0,0.40883,0.009730001,0,2.30093069,0,0.159519984,0.032369997,0,0.260990078,0,0.171139983,0.65106,0,1.54971907,0.441860221,0.687970069,0,0.743059851,0.13947993,0.026909997,0.29998006,0,0.076249992,0,0.384520077,0,0.00387,1.101929559,0.01442,0,0,0,0.002950001,0.121499976,0.718940072,2.775140278,0,0,0.010739991,0,0.040600012,0.870989739,0.145839942,0.233789953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae,0.143619957,0.004750001,0.007629999,0.429760129,0.131779934,0,0,0.82747,0,0.272730055,0.132859987,0,0.6651802,0,0.12831,0.106660021,0,0.025620003,0.00356,0,0.020660002,1.40158014,0.082059975,2.740239178,0,0,3.314270994,3.614738554,0.00147,0.270010081,0.012650003,0,1.136940227,0.054829984,0.20470998,0.396369762,0.03624,2.044020409,0.443250089,0,0.40883,0.009730001,0,2.30093069,0,0.159519984,0.032369997,0,0.260990078,0,0.171139983,0.65106,0,1.54971907,0.441860221,0.687970069,0,0.743059851,0.13947993,0.026909997,0.29998006,0,0.076249992,0,0.384520077,0,0.00387,1.101929559,0.01442,0,0,0,0.002950001,0.121499976,0.718940072,2.775140278,0,0,0.010739991,0,0.040600012,0.870989739,0.145839942,0.233789953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,0.143619957,0.004750001,0.007629999,0.429760129,0.131779934,0,0,0.82747,0,0.272730055,0.132859987,0,0.6651802,0,0.12831,0.106660021,0,0.025620003,0.00356,0,0.020660002,1.40158014,0.082059975,2.219479334,0,0,3.314270994,3.614738554,0.00147,0.270010081,0.012650003,0,1.136940227,0.054829984,0.20470998,0.396369762,0.03624,0.019380004,0.443250089,0,0.40883,0.009730001,0,2.30093069,0,0.159519984,0.032369997,0,0.260990078,0,0.171139983,0.65106,0,1.122149327,0.441860221,0.687970069,0,0.743059851,0.13947993,0.026909997,0.29998006,0,0.052229995,0,0.384520077,0,0.00387,1.101929559,0.01442,0,0,0,0.002950001,0.121499976,0.718940072,2.775140278,0,0,0.010739991,0,0.040600012,0.870989739,0.145839942,0.233789953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium,0.143619957,0.004750001,0.007629999,0.429760129,0.131779934,0,0,0,0,0,0.132859987,0,0.172540052,0,0.12831,0.106660021,0,0.025620003,0.00356,0,0.020660002,1.40158014,0.082059975,0,0,0,3.314270994,0,0.00147,0.270010081,0.012650003,0,0,0.054829984,0.20470998,0.396369762,0.03624,0.019380004,0.443250089,0,0.40883,0.009730001,0,0,0,0.159519984,0.032369997,0,0.260990078,0,0.171139983,0,0,1.122149327,0,0.687970069,0,0.743059851,0.13947993,0.026909997,0.29998006,0,0.052229995,0,0.010490002,0,0.00387,0,0,0,0,0,0.002950001,0,0.718940072,2.775140278,0,0,0.010739991,0,0.040600012,0.870989739,0.029249988,0.233789953
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,0,0,0,0,5.246197377,0,0.00041,0.04623,0,0,0,0,0.017360005,0,0,0,0,0,0,0,0.069330007,0,0,18.23859453,0,0,0.978300293,0,0,2.602460781,0.028240006,0,0,0,0,0,0,0.962930193,0,0.729799635,0,0,0.043109991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718369856,0.00059,0,0,0,0.137709986,0,0,0,0,13.2411147,0,0,0,0.018789994,0.00046,1.314559737,0,9.178180918,0,0.00509,1.544118765,0,0.004560001,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae,0,0,0,0,5.246197377,0,0.00041,0.04623,0,0,0,0,0.017360005,0,0,0,0,0,0,0,0.069330007,0,0,18.23859453,0,0,0.978300293,0,0,2.602460781,0.028240006,0,0,0,0,0,0,0.962930193,0,0.729799635,0,0,0.043109991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718369856,0.00059,0,0,0,0.137709986,0,0,0,0,13.2411147,0,0,0,0.018789994,0.00046,1.314559737,0,9.178180918,0,0.00509,1.544118765,0,0.004560001,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas,0,0,0,0,5.246197377,0,0.00041,0.04623,0,0,0,0,0.017360005,0,0,0,0,0,0,0,0.069330007,0,0,18.23859453,0,0,0.978300293,0,0,2.602460781,0.028240006,0,0,0,0,0,0,0.902550181,0,0.729799635,0,0,0.043109991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718369856,0.00059,0,0,0,0.137709986,0,0,0,0,13.2411147,0,0,0,0.018789994,0.00046,1.314559737,0,9.178180918,0,0,1.539518768,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis,0,0,0,0,4.903727548,0,0.00041,0.03551,0,0,0,0,0.017360005,0,0,0,0,0,0,0,0.069330007,0,0,16.71189499,0,0,0.654850196,0,0,2.418390726,0,0,0,0,0,0,0,0.829230166,0,0.661729669,0,0,0.040539992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643019871,0.00059,0,0,0,0.124329988,0,0,0,0,11.81602527,0,0,0,0.016289995,0.00046,1.205759759,0,7.719980772,0,0,1.409958872,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales,0.072039978,0.623270187,2.680939732,0.005660002,3.891548054,8.947760895,0.005699998,0,0.054960005,0,0,0.02574999,0.004720001,1.518309696,0,0.013710003,0.074049978,0.030390003,0.37758,0.09893999,2.69651027,0,0.010349997,0.793829762,0.112179978,0.20053006,0,0,2.83244915,0.572380172,0.00097,3.728950373,0,0.504969849,0.035979996,0.31697981,1.01759,0.487180097,0.123950025,7.049576475,1.61547,1.014580101,16.04012679,0.016320005,8.298237511,2.545499745,1.70471983,4.712188586,2.609400783,0,1.148489885,2.5708,0.759819772,0,0.068800034,0.231710023,0.529079683,0.00088,0,1.380119862,0.006810001,0,0.075939992,2.792561117,0,0.144170087,0.0024,0.116029954,0,0.00446,0.174259913,0,0.00119,0.00056,0,0.891190089,0.00054,1.5703,10.2446118,0.063199975,2.111950634,0.142359957,0.202639919,0.015559997
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae,0.072039978,0.623270187,2.680939732,0.005660002,3.891548054,8.947760895,0.005699998,0,0.054960005,0,0,0.02574999,0.004720001,1.518309696,0,0.013710003,0.074049978,0.030390003,0.37758,0.09893999,2.69651027,0,0.010349997,0.793829762,0.112179978,0.20053006,0,0,2.83244915,0.572380172,0.00097,3.728950373,0,0.504969849,0.035979996,0.31697981,1.01759,0.487180097,0.123950025,7.049576475,1.61547,1.014580101,16.04012679,0.016320005,8.298237511,2.545499745,1.70471983,4.712188586,2.609400783,0,1.148489885,2.5708,0.759819772,0,0.068800034,0.231710023,0.529079683,0.00088,0,1.380119862,0.006810001,0,0.075939992,2.792561117,0,0.144170087,0.0024,0.116029954,0,0.00446,0.174259913,0,0.00119,0.00056,0,0.891190089,0.00054,1.5703,10.2446118,0.063199975,2.111950634,0.142359957,0.202639919,0.015559997
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister,0,0.623270187,2.680939732,0,2.932958534,0.119730012,0,0,0.053420005,0,0,0.02574999,0,0.403089919,0,0,0.026179992,0.018110002,0.33628,0.032329997,2.69651027,0,0,0,0.112179978,0,0,0,2.830909151,0,0,3.626230363,0,0.402469879,0,0.124569925,1.01759,0.404650081,0,7.046316477,1.60018,0.987820099,16.04012679,0,8.286907514,2.313349769,0.007749999,4.707418588,2.608820783,0,0.142019986,1.86792,0.745989776,0,0,0.071620007,0.040849975,0,0,0.0006,0,0,0,0,0,0.00033,0,0,0,0,0.173039913,0,0,0,0,0,0,0,10.14302189,0,0.218740066,0,0.032409987,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp_CAG_357,0,0.623270187,2.680939732,0,2.932958534,0,0,0,0.053420005,0,0,0,0,0.403089919,0,0,0,0,0.33628,0,2.69651027,0,0,0,0.112179978,0,0,0,2.830909151,0,0,3.626230363,0,0.402469879,0,0.124569925,1.01759,0,0,7.046316477,1.60018,0.987820099,16.04012679,0,8.286907514,2.313349769,0,4.707418588,2.608820783,0,0.142019986,1.86792,0.745989776,0,0,0.071620007,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14302189,0,0.218740066,0,0,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,0.002129999,0,0,0,0.958589521,0.220170022,0.005699998,0,0.00025,0,0,0,0.00064,0.594239881,0,0,0.047869986,0,0.03645,0,0,0,0,0.723839783,0,0,0,0,0,0,0,0.00419,0,0.029449991,0.031589997,0,0,0.054570011,0,0,0,0,0,0,0,0,0.005239999,0,0,0,0.009829999,0,0,0,0,0,0.00024,0,0,0.010799999,0,0,0,0,0,0.01625001,0,0.113569955,0,0,0,0,0.00119,0,0,0.891190089,0,0,0.094219925,0,0,0,0.006059998,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,0.069909979,0,0,0.005660002,0,8.593510859,0,0,0.00067,0,0,0,0,0.520979896,0,0,0,0.012280001,0.00485,0.066609993,0,0,0.010349997,0.023979993,0,0.20053006,0,0,0,0.572380172,0.00097,0.09501001,0,0.073049978,0.00439,0.192409885,0,0,0.123950025,0.003259998,0.01529,0.026470003,0,0.016320005,0,0.232149977,1.691729831,0,0,0,0.9966399,0.70288,0.013829996,0,0.026430013,0.155830016,0.487989707,0.00088,0,1.368719863,0.006810001,0,0.032179997,2.791821117,0,0.078950047,0.0024,0,0,0.00446,0.001219999,0,0,0,0,0,0.00054,1.55493,0.007369994,0.063199975,1.893210568,0.142359957,0.164169934,0.015559997
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica,0,0,0,0,0,0.00433,0,0,0,0,0,0,0,0.357739928,0,0,0,0,0.00485,0.021829998,0,0,0.010349997,0,0,0.013540004,0,0,0,0.06665002,0,0,0,0.028899991,0,0.113259932,0,0,0,0,0,0.011550001,0,0,0,0.00086,0.122329988,0,0,0,0.09738999,0.18044,0,0,0.002260001,0.019500002,0.060659964,0,0,0.431179957,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0.19609,0,0.005409998,0.010840003,0.096159971,0.040259984,0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula,0.069909979,0,0,0,0,8.589180859,0,0,0.00067,0,0,0,0,0.163239967,0,0,0,0.012280001,0,0.044779996,0,0,0,0.023979993,0,0.170590051,0,0,0,0.257020077,0.00097,0.031380003,0,0.044149987,0,0.026929984,0,0,0.120320024,0.003259998,0.01529,0.014920001,0,0.013230004,0,0.231289977,1.450089855,0,0,0,0.850479915,0.49353,0.013829996,0,0.007540004,0.090340009,0.427329744,0.00088,0,0.605599939,0.004740001,0,0.032179997,2.789971116,0,0.078950047,0.0024,0,0,0.00446,0.0006,0,0,0,0,0,0,1.31543,0.007369994,0.05008998,1.882370565,0.046199986,0.052489979,0.015559997
k__Bacteria|p__Firmicutes|c__Tissierellia,0,0,0,0,0.001889999,0,0,0,0.124410012,0,0,0,0,0,0,0.00051,0,0,0,0,0,0.026070003,0,0,0,0.001980001,0,0,0.029799991,0.00091,0.011170002,0,0,0.002229999,0,0.001329999,0,0,0.003330001,0,0.00332,0,0,0,0,0.00318,0,0.00041,0,0,0,0,0,0.00081,0.001360001,0,0,0,0,0,0.002520001,0,0.034119997,0.005090002,0.010700002,0,0,0,0.00058,0,0.011219994,0,0.002000001,0,0,0,0,0,0.004979996,0.00014,0.011620003,0,0,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales,0,0,0,0,0.001889999,0,0,0,0.124410012,0,0,0,0,0,0,0.00051,0,0,0,0,0,0.026070003,0,0,0,0.001980001,0,0,0.029799991,0.00091,0.011170002,0,0,0.002229999,0,0.001329999,0,0,0.003330001,0,0.00332,0,0,0,0,0.00318,0,0.00041,0,0,0,0,0,0.00081,0.001360001,0,0,0,0,0,0.002520001,0,0.034119997,0.005090002,0.010700002,0,0,0,0.00058,0,0.011219994,0,0.002000001,0,0,0,0,0,0.004979996,0.00014,0.011620003,0,0,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae,0,0,0,0,0.001889999,0,0,0,0.124410012,0,0,0,0,0,0,0.00051,0,0,0,0,0,0.026070003,0,0,0,0.001980001,0,0,0.029799991,0.00091,0.011170002,0,0,0.002229999,0,0.001329999,0,0,0.003330001,0,0.00332,0,0,0,0,0.00318,0,0.00041,0,0,0,0,0,0.00081,0.001360001,0,0,0,0,0,0.002520001,0,0.034119997,0.005090002,0.010700002,0,0,0,0.00058,0,0.011219994,0,0.002000001,0,0,0,0,0,0.004979996,0.00014,0.011620003,0,0,0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas,0,0,0,0,0.001889999,0,0,0,0.124410012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001980001,0,0,0.029799991,0,0.011170002,0,0,0,0,0,0,0,0,0,0.00332,0,0,0,0,0.00318,0,0.00041,0,0,0,0,0,0.00081,0.001360001,0,0,0,0,0,0,0,0.034119997,0.005090002,0.010700002,0,0,0,0.00058,0,0.011219994,0,0.002000001,0,0,0,0,0,0.004979996,0,0.011620003,0,0,0
k__Bacteria|p__Proteobacteria,6.019138194,0.792810238,1.252559875,2.403010721,0.766369617,20.59578206,0.142139957,2.3716,0.127560013,0.042210008,0.006749999,0.006189998,4.812291444,0.905849819,0.02356,1.94772039,7.005987898,2.045870205,1.17183,8.522829148,2.50133025,28.38812284,4.281668715,0.350109895,9.433788113,5.136811541,2.351780706,1.252889499,2.359079292,3.289810987,13.08775262,0.49751005,4.035520807,4.176318747,3.968529603,1.326889204,2.19059,2.05239041,1.35241027,0.457159771,0.79577,29.19988292,3.94919921,13.96524419,0.138349958,6.827219317,0.749829925,0.76722977,0.837450251,0.625910063,9.567329043,9.36663,0.523209843,17.9983592,1.517030759,47.76399478,5.160626904,0.342439932,1.211419394,36.86740631,0.543220109,2.985410597,0.10205999,5.934572374,40.73985815,0.28343017,0.962629904,0.17599993,0.14843,0.175489982,0.345469827,4.343798697,0.036110014,2.003539599,0.046070005,0.520550052,0.846330254,1.44044,1.869108505,2.666318933,0.156340047,14.24478573,0.811209676,1.895289621
