feature	CON10__92125	CON13__106090	CON13__125096	CON13__134529	CON13__23397	CON13__38366	CON13__42474	CON13__4329	CON13__49865	CON13__68260	CON13__83545	CON13__96551	CON13__97539	CON16__2712	CON16__54857	CON17__51038	CON18__42913	CON19__13253	CON19__28358	CON19__37443	CON20__1276	CON20__40587	CON20__43638	CON21__106170	CON21__111618	CON22__29078	CON23__39618	CON24__104082	CON24__35132	CON24__49185	CON25__12111	CON26__23139	CON26__2739	CON26__34383	CON26__44076	CON27__11287	CON2__56254	CON30__101066	CON30__106370	CON30__106949	CON30__115695	CON30__21220	CON30__57661	CON30__78830	CON30__78872	CON30__86319	CON30__87665	CON31__48385	CON31__53650	CON31__67138	CON32__13019	CON32__14322	CON32__19720	CON32__22342	CON32__25400	CON32__30458	CON32__35763	CON32__56105	CON32__56929	CON32__62268	CON32__67931	CON32__69345	CON32__75016	CON32__82194	CON32__84218	CON32__8800	CON34__10987	CON34__2332	CON34__3956	CON34__40685	CON34__473	CON34__8025	CON35__38542	CON35__7412	CON36__20695	CON36__86234	CON36__87622	CON37__18567	CON37__93791	CON38__16154	CON38__26147	CON41__27547	CON42__60554	CON43__13370	CON43__25730	CON43__49036	CON43__71541	CON43__88736	CON44__29119	CON44__73004	CON44__73208	CON44__73331	CON46__60239	CON46__87773	CON47__18512	CON47__55906	CON47__68241	CON47__69180	CON47__72923	CON47__75632	CON47__7973	CON4__10543	CON4__16143	CON4__55923	CON4__8492	CON4__94670	CON5__103695	CON6__19195	HF10__3047	HF10__69385	HF11__101063	HF11__113757	HF11__37751	HF11__38182	HF11__53881	HF11__7762	HF12__46308	HF13__130702	HF13__56270	HF14__72355	HF15__23649	HF15__70868	HF16__6620	HF17__64840	HF17__69944	HF18__23394	HF18__52113	HF1__43792	HF21__86021	HF22__4444	HF26__86591	HF27__110837	HF27__126317	HF27__129645	HF27__135661	HF27__43896	HF27__66055	HF27__66822	HF27__6829	HF27__73342	HF27__93109	HF27__96853	HF28__108909	HF28__18937	HF28__68916	HF29__26223	HF29__30629	HF29__36428	HF2__25841	HF30__18734	HF31__6557	HF31__71275	HF32__25045	HF32__28561	HF32__28961	HF32__38809	HF32__40475	HF32__41880	HF32__8300	HF34__111609	HF35__45179	HF36__13316	HF37__10748	HF37__19724	HF37__20036	HF37__21884	HF37__26086	HF37__32760	HF37__37838	HF37__48934	HF37__53203	HF37__8889	HF38__1166	HF38__2035	HF38__3530	HF39__74434	HF3__84953	HF3__87587	HF40__21762	HF47__17258	HF48__31437	HF5__20927	HF5__86068	HF5__87494	HF6__8951	HF7__1727	HF7__46258	HF7__53524	HF7__74558	HF9__167	HF9__35736	HF9__8746	MI10__1204	MI10__12940	MI10__13245	MI10__14267	MI10__17656	MI10__22036	MI10__40910	MI10__42279	MI10__42612	MI11__142314	MI11__71200	MI12__102609	MI12__37923	MI12__69509	MI12__94881	MI13__75706	MI14__131753	MI14__13390	MI14__143396	MI15__11953	MI18__91498	MI19__1736	MI19__21527	MI19__30717	MI19__35958	MI19__40101	MI19__40237	MI19__49351	MI19__60591	MI19__6784	MI19__68227	MI20__21221	MI23__20757	MI25__10356	MI25__15313	MI25__21430	MI25__24902	MI26__53721	MI26__61551	MI28__42321	MI29__59128	MI2__129799	MI2__95203	MI30__2851	MI31__18917	MI31__34956	MI31__52331	MI31__9495	MI32__26776	MI32__28772	MI32__65040	MI33__6501	MI33__79775	MI34__39124	MI34__47956	MI35__1404	MI35__20089	MI35__2454	MI35__29590	MI35__81629	MI35__84518	MI35__84728	MI35__88712	MI36__18817	MI36__20020	MI36__21069	MI36__44395	MI36__45559	MI36__46985	MI36__51170	MI36__6042	MI37__50209	MI37__9456	MI38__37503	MI38__49259	MI38__496	MI38__55378	MI38__60402	MI38__73232	MI3__4232	MI4__55228	MI4__58394	MI5__13031	MI5__160719	MI5__178863	MI5__200021	MI5__210119	MI6__14551	MI8__102292	MI8__75762	MI8__85262	MI9__51614	MI9__68769	MI9__7017
MI7	4	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	6174	787	0	0	6	0	0	8	0	0	1115	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	4	0	0	0	0	0	124	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	2	7	0	2	1	5	0	0	0	0	0	0	2	8	1	0	1349	0	3	3	0	2	0	0	0	4	0	1	285	0	3	2	0	0	0	0	0	9	0	459	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	0	0	0	2	1951	221	0	2	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	2	0	593	0	1	2	446	0	4	369	0	0	0	10	0	0	1	0	12	0	8	0	0	2	0	7	0	0	336	11	0	8	0	0	6	0	349	0	1663	0	0	0	2	1	0	0	7	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	253	0	0	0	216	0	284	0	0	0	0	0	0
MI8	162	0	0	11	0	18	0	4	0	0	0	0	0	1056	0	0	0	0	0	0	0	0	0	9	2	221	34	146	0	88	0	0	12	0	1	8	0	0	62	2	0	3	407	0	0	0	6	216	0	0	0	0	0	0	0	106	40	0	65	0	0	0	22	1132	0	0	0	54	0	0	10	0	0	0	62	303	2142	0	207	512	14	0	0	0	0	0	8	0	114	221	0	0	0	25	0	0	8	1	0	2	20	0	0	296	138	38	1004	2	0	0	14	2	6	0	41	0	74	0	21	0	186	76	171	2	0	103	1	1979	0	86	583	12	20	0	0	0	0	1	0	2	0	0	0	220	0	8	0	0	137	396	706	0	2493	0	1	170	0	0	0	0	11	1	0	299	4	0	13	2	567	1	1079	0	0	0	0	80	0	11	847	13	663	0	0	0	3	0	2	0	10	15	628	4	11	2	10	1	7	1080	0	12	45	548	519	17	0	28	6	8	1	287	2658	0	40	1	19	2760	8	508	2	182	6	2	7	41	0	11	1987	0	1136	0	0	833	249	72	334	0	13	30	3	12	382	5	107	5	6	2	0	343	127	0	2	14	0	31	0	0	0	0	0	0	0	66	0	4	20	589	0	0	0	0	0	121	4	1552	0	1775	1522	656	2	340	1617	1474	5416	7	3	4
MI9	7	0	0	75	0	14	61	88	82	0	0	34	0	185	0	0	24	0	0	0	0	0	1749	432	0	314	0	10	0	64	0	0	3893	0	31	0	0	0	1	0	0	1	50	13	0	0	13	25	0	0	2	0	82	18	0	81	15	1	3	3	0	3	25	19	3	0	0	40	0	4	6	0	0	1	4	42	341	0	0	18	2	562	0	0	0	0	0	0	19	0	32	0	0	9	1	0	0	0	9	0	0	0	0	87	1	37	193	102	0	0	0	4	5	0	248	0	45	0	779	1	21	107	25	26	169	5	182	146	0	171	643	1	185	169	0	0	38	22	55	15	2	0	6	0	0	1	0	0	0	131	934	1	71	0	23	0	0	0	1	73	1243	167	85	141	1	4	71	111	12	0	251	2	0	0	0	11	0	0	153	243	8	0	4	4	0	0	8	0	111	2	482	4	111	48	13	2	26	3113	0	435	10	1981	1040	0	0	1188	254	3	0	758	404	2	0	6	14	395	56	161	9	8	4	1	18	18	0	389	519	0	355	9	33	130	10	92	1230	1645	853	22	62	42	55	83	1	81	9	0	0	88	4	3	35	3	3	69	0	44	34	3	0	4	0	28	1	30	29	0	41	0	9	30	4	134	83	484	0	1942	39	53	6	326	6	2	0	8937	286	305
MI10	13	4	1	18	0	0	2	16	5	0	0	0	5	136	145	5	6	1	17	0	0	0	0	228	8	18	65	8	0	52	0	0	437	0	2	0	97	0	1179	7	0	0	210	0	0	0	36	0	0	16	0	0	0	0	0	261	75	0	0	1	0	0	15	44	0	0	4	9956	0	0	52	0	0	0	281	296	1862	0	0	0	8	0	3	0	0	0	3	0	460	0	6	7	2	11	0	0	0	3	0	2	0	0	0	405	17	0	15	29	0	0	674	0	0	1	4	0	53	0	135	0	329	44	0	2	0	0	2	767	0	0	207	0	4	0	0	1	0	0	0	0	0	0	8	0	22	2	0	0	0	21	0	0	11	0	17	0	0	1	0	0	1172	170	0	605	0	0	32	0	8	1	1450	0	0	0	8	0	0	0	19	0	2037	19	0	5	33	0	0	0	2	30	232	2	2107	457	247	1464	3144	10526	1175	1414	3430	3305	0	1054	0	757	15	4	0	2492	2294	0	0	12	71	278	5	5	21	5	416	5	17	137	0	82	1150	0	1803	0	0	1547	0	16	5	1	0	32	0	0	398	0	0	1	82	11	0	0	13	0	0	0	0	13	0	23	0	0	0	6	0	147	0	0	192	35	0	7	0	0	0	35	1	129	21	442	734	4	2	76	329	990	0	1	0	667
MI11	60	0	0	0	0	0	0	2	0	0	0	0	0	132	0	27	2	0	2	0	0	0	0	2	0	4	2	0	0	11	0	0	41	0	2	2	12	0	0	0	0	0	4	5	9	0	0	169	0	2	0	6	0	0	0	0	0	0	1	8	0	4	0	0	0	0	0	143	0	0	4	0	0	0	0	3	10	14	3	82	0	0	0	0	0	0	1	4	3	859	0	0	0	16	0	0	0	0	2	0	0	0	0	5	0	0	0	2	6	0	3	0	0	0	8	1	1	0	6	0	0	176	4	0	2	6	0	6	12	16	566	0	0	0	0	0	0	0	0	0	0	0	0	63	0	4	0	1	21	0	148	1	2	0	0	0	0	0	0	1	4	1	0	0	0	0	3	3	0	0	5	0	0	0	0	2	0	0	53	9	35	1	0	0	0	0	0	1	0	0	355	0	0	0	0	5	0	7214	0	4	1	5502	1236	7	2	17	0	0	50	1179	15	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	18	0	18	0	0	13	9	82	464	0	4	33	0	1	2	6	27	0	0	0	0	114	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2	21	0	3	0	2	0	600	0	936	11	1344	113	272	0	83	0	4	0	0	0	0
MI12	0	0	2	0	0	0	0	0	1	0	0	0	0	34	2	0	0	0	0	0	0	0	36	107	3	0	0	0	0	39	0	0	180	0	3	0	78	0	0	0	0	0	69	4	3	0	0	8	0	0	0	0	83	2	5	2	19	0	12	6	0	0	2	422	2	0	0	18	0	9	28	0	0	0	15	103	443	0	0	10	7	0	27	0	0	0	164	0	18	378	0	0	0	0	0	0	0	8	16	0	4	0	0	116	8	11	211	3	0	0	7	0	0	0	27	2	20	114	98	0	43	107	0	0	0	0	0	199	0	42	11	0	79	0	0	0	0	0	0	2	0	9	2	170	0	0	0	13	0	19	4	5	0	5	0	0	0	1	0	56	207	19	0	12	0	0	6	0	33	0	365	0	0	0	0	1	0	0	34	23	494	3	0	27	12	0	0	0	0	0	39	0	0	0	0	0	0	269	0	88	39	9	746	877	469	11461	383	0	0	88	812	0	0	3	0	418	22	265	0	57	137	0	0	0	0	64	417	0	367	0	0	488	0	140	103	3	0	12	0	12	91	0	0	43	0	0	0	16	8	17	3	0	0	13	0	0	0	0	0	4	8	2	0	0	7	345	80	0	108	31	0	0	3	88	94	19	25	0	5	41	0	1	0	0	0	10
MI13	4	0	0	0	0	3	4	8	0	0	0	0	0	2201	1	0	0	0	0	0	0	0	0	1068	0	6	0	0	0	16	0	0	3607	0	22	12	905	0	4	0	0	4	105	5	0	0	0	12	0	0	0	0	2	0	0	54	20	0	4	0	2	0	1	47	0	6	0	22	0	0	28	0	0	7	19	251	322	0	102	36	0	0	0	0	1	218	14486	0	52	0	0	0	0	9	0	0	0	0	0	0	0	0	0	75	19	27	509	107	0	26	1	0	0	0	48	0	49	0	1491	0	37	63	26	4	0	35	6	576	0	21	495	3	24	2	3	0	0	0	0	1	0	8	0	0	6	0	0	3	26	275	0	4	0	0	84	29	0	0	0	3	1443	208	0	104	0	0	4	0	823	0	288	0	0	0	0	189	0	0	43	54	91	0	0	2	5	0	0	0	0	30	263	6	19	24	6	14	19	1136	0	995	2	1369	599	0	6	1352	1208	2659	0	403	596	0	0	0	0	119	0	306	0	29	0	14	2	0	0	511	1001	0	799	0	0	385	83	114	122	0	0	25	0	0	108	0	0	0	1	73	0	47	40	0	0	0	0	11	1	0	0	0	0	0	0	276	0	0	2	13	0	0	0	0	4	23	0	547	0	1441	16	131	0	605	3	8	0	0	0	0
CON1	5	0	1	0	0	0	7	7	0	4	0	2	0	210	2	9	0	1	0	1	0	0	227	117	5	2	0	0	0	0	0	0	308	0	3	0	61	0	0	0	0	0	0	0	0	0	0	92	2	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	30	0	2	6	0	0	0	0	5	11	1	0	58	0	0	0	3	0	0	1195	0	0	189	0	0	0	6	0	0	0	0	0	0	0	4	2	3	0	0	7	5	24	0	0	4	0	4	1	0	0	0	120	0	0	294	6	0	0	2	4	10	0	0	427	0	0	0	0	0	0	1	0	0	0	11	8	29	0	0	0	2	0	80	75	0	26	5	0	0	0	0	22	0	602	48	0	3	0	0	0	0	2	0	5	0	0	0	0	0	0	0	70	16	14	4	0	3	5	0	0	6	5	0	131	0	3	1	3	8	4	676	0	105	3	1184	473	8	1	214	0	0	198	354	13	0	0	0	0	36	1	0	0	0	6	0	0	0	0	487	4	0	9	0	0	0	1	86	566	4352	0	74	0	0	1	0	0	1	0	0	0	40	18	0	2	4	0	0	0	0	0	0	7	4	4	4	0	0	0	0	0	0	0	0	0	379	0	688	1	933	196	276	10	62	1	0	111	1	0	2
CON2	2	0	0	0	0	0	2	0	0	0	0	0	0	17	83	0	0	0	0	0	0	0	0	85	2	0	0	0	0	0	4	0	85	0	1	0	2641	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	23	0	28	7	0	23	8	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	34	0	0	2	0	0	2	0	2	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	534	0	0	0	1	0	0	0	0	0	330	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	31	0	0	0	0	0	27	0	0	0	0	0	0	1311	0	52	0	38	183	195	0	2	46	0	2	607	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	43	248	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	116	0	51	1	6	0	8	0	0	0	0	0	0
CON3	3	0	0	0	0	0	0	0	0	0	0	0	0	407	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	2	564	0	0	0	0	0	0	2	2	1	0	0	0	0	2	1	0	0	0	1	22	0	0	38	0	0	0	0	0	4	0	0	648	2	2	4	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	7	0	0	109	0	0	0	14	2	2	0	0	2739	0	2	0	0	0	0	0	0	0	0	3	0	120	0	0	0	0	0	7	257	25	0	0	0	0	0	0	0	0	37	2	0	3	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	7	49	0	0	0	15	2	0	0	1	0	603	2	5	0	0	0	0	62	0	0	0	286	318	2	0	8	4	0	241	108	3	1	0	0	0	0	0	3	0	1	2	0	0	0	0	6	2	2	3	6	8	0	0	64	791	2	436	7	0	0	0	0	0	0	0	0	0	58	20	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	4	500	0	7364	254	141	0	257	0	0	0	0	0	0
CON4	7	3	8	0	1	5	2	54	36	0	5	0	0	46	0	0	831	0	0	0	0	0	0	98	0	40	0	15	0	48	0	0	150	2	1	0	8	2	21	0	0	4	163	2	0	0	69	6	0	0	29	1	5	0	0	45	47	0	0	17	0	0	50	80	4	15	0	108	0	2	6	0	5	0	26	104	629	0	0	32	8	14	0	2	0	0	1	0	80	1154	5	22	0	7	0	0	0	23	1	0	0	207	195	1098	2038	1195	181	2	2	0	10	2	0	14	121	0	31	0	117	0	75	8	8	6	2	32	44	606	0	37	396	4	97	141	0	0	31	0	46	12	0	2	9	2	0	0	0	0	0	56	532	23	0	0	3	2	0	0	2	11	317	4	111	156	27	0	46	92	1	0	480	0	0	0	0	10	0	0	23	5	20	82	0	18	59	0	0	0	13	0	178	0	2	1	6	51	11	910	0	54	49	321	330	0	0	66	90	1	0	197	887	0	15	1	25	98	37	546	3	78	34	7	35	14	0	5	2440	0	844	0	0	311	8	103	488	5	0	38	3	2	103	5	0	99	114	8	0	72	37	1	33	13	47	92	6	27	42	0	0	22	9	22	1	13	34	7	0	0	2	15	5	1	3	427	780	174	1759	14	215	24	9	30	0	73	0	25
CON5	9	0	0	0	0	0	0	0	0	0	0	0	0	82	0	1	0	0	0	0	0	0	1	12	0	0	0	0	0	4	0	0	14	0	0	4	5	0	0	0	0	0	32	0	0	0	40	9	0	0	0	2	1	2	0	3	12	0	0	17	0	1	48	9	0	2	0	41	0	0	33	0	0	0	0	65	221	0	0	19	0	3	0	0	0	0	0	0	9	15	0	0	0	0	0	0	0	0	0	0	2	2	0	16	42	4	138	0	6	0	1	0	0	0	23	7	21	0	6	0	13	246	0	0	0	0	0	179	0	22	341	4	15	46	0	0	7	0	17	9	0	0	0	0	0	0	0	10	0	7	618	36	0	0	0	0	0	0	0	2	47	0	44	17	14	0	12	19	35	1	137	0	0	0	0	181	0	0	59	9	28	0	0	0	0	0	0	0	29	0	102	0	0	0	1	3	0	470	0	8	1	2876	4468	0	0	0	13	3	0	707	322	2	0	0	3	8	6	73	1	7	4	0	2	0	0	3	460	1	355	2	10	50	0	37	942	0	6	52	1	2	27	0	0	11	0	13	1	233	33	3	1	0	0	11	1	0	0	0	0	0	0	3	0	11	7	0	1	0	0	2	0	2	1	783	0	522	50	54	0	37	0	0	0	0	1	0
CON6	0	6	0	40	0	2	9	32	2	6	6	9	5	3	0	20	95	3	5	7	0	2	182	269	0	474	0	19	0	76	27	4	526	0	10	0	104	5	5	0	14	0	201	0	0	1	36	0	6	57	0	0	37	0	0	143	57	29	8	0	0	0	8	7	0	20	18	108	0	1	0	89	6	0	24	367	1107	0	0	0	0	4	0	2	0	0	72	1	33	0	9	10	0	55	2	13	0	0	0	0	0	72	1	181	1	0	603	5276	3	0	1	0	2	0	16	0	55	0	520	0	280	29	0	0	0	0	42	1453	31	500	0	0	50	0	0	0	0	0	0	0	0	51	3	0	0	16	86	0	0	301	0	0	41	4	5	0	0	0	17	14	741	26	0	191	0	0	16	0	78	0	783	0	13	1	0	5	0	0	71	1	0	37	0	8	32	6	340	62	369	1	0	0	0	0	3	1	1	15045	0	268	29	23203	0	0	0	416	161	0	0	10675	1557	0	0	0	122	2077	2	57	0	3	881	0	1	0	0	779	1315	0	1174	0	0	579	0	0	2	2178	0	0	225	410	213	0	0	29	0	1	0	0	0	6	0	1	2	10	2	0	6	0	18	0	0	37	0	0	12	0	25	0	3	2	3	0	16	1397	143	0	1	0	15	0	0	32	0	14	0	6
CON7	1	2	2	2	0	5	4	19	3	8	0	0	0	1	0	0	73	0	0	1	0	1	0	4	0	118	0	0	0	10	0	1	0	0	0	0	3	0	1	0	4	0	75	0	0	2	0	0	0	0	0	0	0	0	0	4	10	0	0	2	0	0	2	81	0	0	0	7	9	1	0	0	2	0	0	95	396	0	0	5	2	0	0	0	0	2	2	0	5	0	5	1	0	4	0	0	0	5	4	0	0	0	2	52	0	5	496	5	1	0	0	0	0	0	30	0	17	0	3	0	43	3	0	2	0	0	5	203	0	44	0	0	2	0	0	0	0	0	0	0	0	2	14	0	2	0	0	0	0	20	0	0	0	0	2	0	0	0	3	0	1	0	0	31	0	0	1	0	99	0	222	0	0	0	0	0	0	0	0	0	0	12	0	1	5	0	0	4	0	0	0	0	5	6	0	0	5	0	0	2	2	0	0	0	0	14	0	0	0	0	651	4	0	0	2	864	0	37	0	10	0	0	1	0	0	3	257	0	223	0	0	84	0	0	2138	0	0	0	0	24	84	0	0	2	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	5	0	5	0	12	4	0	0	0	0	0	0	0	2	10	94	0	0	4	9	0	0	0	0	31	1	0
CON8	7	11	25	4	0	0	7	26	1	7	8	0	0	213	0	0	37	20	61	4	0	0	0	19	4	349	0	5	0	2	0	0	27	0	7	0	5	10	0	0	18	0	9	0	0	0	0	29	2	65	2	0	8	6	8	0	1	0	3	1	0	8	0	2	8	0	0	85	8	4	22	44	6	0	1	6	27	76	31	48	8	0	20	2	4	94	14	0	6	75	10	23	0	27	0	0	0	0	0	0	0	0	0	6	2	3	8	34	2	13	1	0	0	0	1	0	6	1	32	0	0	342	18	0	0	45	38	28	16	4	739	0	105	0	0	0	0	0	0	0	0	2	8	468	171	16	2	2	48	199	0	4	0	0	65	3	1	1	8	11	18	3	0	0	0	2	2	0	0	0	20	0	10	3	9	0	0	0	91	142	14	24	1	9	0	0	0	0	2	0	261	0	2	4	0	0	0	518	1	7	3	541	83	0	2	81	0	0	0	296	30	0	0	0	0	20	5	71	0	2	0	0	2	0	0	7	37	0	21	0	0	11	21	670	417	0	48	7	0	0	16	0	0	24	0	0	0	48	8	15	3	9	3	8	5	35	54	8	0	0	1	0	0	2	0	10	1	30	1	3	0	105	1	1020	116	795	192	228	9	14	0	0	0	22	0	0
CON9	1	0	0	0	0	1	0	2	1	0	0	0	0	4	0	4	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	8	0	2	0	8	0	17	0	2	0	5	1	0	0	0	0	0	3	10	0	1	2	0	8	1	2	9	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	33	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	7	0	13	1	0	0	2	0	0	2	33	0	0	0	32	2	8	4	0	19	0	0	0	16	0	17	0	1	21	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	3	4	0	11	0	0	0	0	0	0	0	13	0	0	15	0	0	6	0	33	0	12	0	0	0	0	2	0	0	3	0	9	0	0	0	0	2	8	0	4	0	1	0	69	23	1	0	0	0	0	4	2	0	0	7	0	26	6	0	0	1	48	0	0	1	1	83	16	0	0	2	0	0	8	1	0	13	8	0	22	0	0	3	0	1	9	8	0	5	1	3	7	14	0	3	3	2	0	14	0	0	22	0	24	0	0	0	16	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	36	1	0	0	16	0	0	4	2	0	0	0	0
CON10	478	0	0	8	0	0	2	0	2	0	0	0	0	1597	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	26	517	1	4	0	0	2	0	0	6	12	0	0	0	0	0	5	3	0	0	4	30	0	0	16	0	0	0	0	39	388	19	181	1167	0	0	0	0	0	0	4	0	38	324	0	0	0	5	0	0	0	4	0	0	1	0	0	18	1	1	1	2	0	0	0	0	0	0	3	0	12	0	0	0	51	23	0	0	0	0	1	63	0	15	357	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	3	236	59	0	0	0	0	0	0	2	0	0	0	0	9	0	0	4	0	0	3	154	7	0	0	0	1	0	0	20	76	16	0	0	0	37	0	0	0	3	0	451	0	5	1	0	0	44	3242	0	0	1	1496	832	0	0	0	0	7	3	1100	425	0	0	0	7	44	0	13	0	1	24	1	0	0	0	0	529	12	386	0	0	176	0	382	410	0	30	14	0	2	38	0	325	0	0	12	0	445	36	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	2	28	0	0	0	0	0	150	3	1492	8	1478	890	749	0	529	0	0	10	1	0	0
CON11	11	0	0	0	0	0	0	0	0	2	0	0	0	89	0	4	63	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	792	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	0	2	3	0	0	0	0	0	4	0	0	421	6	0	4	0	0	1	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	42	2	0	0	0	0	2	0	0	1495	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	8	0	0	4	0	0	0	0	2	0	1	0	0	0	0	2	0	0	342	9	19	0	0	0	47	0	0	0	0	0	18	0	0	0	0	1	0	3485	0	4	0	1379	829	0	0	0	14	0	1	642	5	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	10	0	0	0	0	2	0	798	525	0	20	7	0	0	1	0	0	4	0	1	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	101	0	1106	63	3500	197	141	0	9	0	0	0	4	0	0
CON12	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	1	0	0	3	0	0	0	0	0	0	0	0	0	11	22	0	0	9	0	0	0	6	2	0	16	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	4	4	0	0	0	0	4	8	0	96	0	0	0	2	0	0	2	20	0	3	0	4	20	12	2	0	8	0	0	0	59	0	15	0	2	14	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	11	4	0	0	5	0	0	0	0	1	0	286	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	1	0	6	0	2	4	0	4	0	2	0	0	3	0	1	0	15	0	1	0	0	0	294	0	0	0	0	33	14	283	0	0	0	0	0	4	0	2	83	0	5	0	0	5	0	2	24	0	0	0	2	0	20	8	0	7	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	16	3	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0
CON13	1	1739	2073	532	499	1011	816	1709	867	1523	265	527	405	772	0	0	5	2	0	0	4	3	21	20	1	3290	0	2	0	3	0	0	62	0	6	0	6	0	0	0	1	1	16	2	0	0	0	13	2	1	0	8	0	0	0	8	2	3	2	6	0	0	2	63	0	0	0	55	2	6	30	16	4	0	0	15	104	0	0	14	2	0	2	17	0	0	8	0	2	5	57	77	0	1	0	0	0	8	12	0	1	29	68	30	1	0	31	9	4	0	0	0	1	0	0	0	0	0	42	0	11	573	12	2	0	22	143	55	1	118	110	2	1	0	0	1	0	0	0	0	0	5	33	0	0	0	0	0	0	127	105	25	0	1	25	0	11	24	817	0	27	8	0	10	2	0	1	0	51	0	61	0	0	2	0	0	0	0	20	1	99	4	0	17	0	0	19	11	22	0	109	0	0	2	0	2	10	5349	0	19	0	1993	464	2	6	599	4	0	135	920	154	1	0	0	2	51	1	34	0	17	0	0	1	0	22	107	63	1	69	3	0	41	2	127	1723	43	109	68	7	23	16	0	0	0	1	0	23	8	89	0	0	0	0	0	0	2	0	0	2	0	0	5	0	1	1	45	0	0	0	0	0	1	3	1192	8	217	49	61	0	169	0	0	380	89	0	1
