ID	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44	CON45	CON46	CON47	MI1	MI2	MI3	MI4	MI5	MI6	MI7	MI8	MI9	MI10	MI11	MI12	MI13	MI14	MI15	MI16	MI17	MI18	MI19	MI20	MI21	MI22	MI23	MI24	MI25	MI26	MI27	MI28	MI29	MI30	MI31	MI32	MI33	MI34	MI35	MI36	MI37	MI38
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Lightbulbvirus	0	0	0	0	0	0	0	0	0	0	0	0	0.00129498201285713	0	0.000697251525225772	0	0	0.000933984159260586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000327026806791922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Lightbulbvirus|s__Cellulophaga_virus_Cba172	0	0	0	0	0	0	0	0	0	0	0	0	0.00129498201285713	0	0	0	0	0.000933984159260586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000327026806791922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Lightbulbvirus|s__Cellulophaga_virus_Cba41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000697251525225772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus	0.00361200742867867	0.00168145467761631	0	0.006169181733503	0	0.00553533437533041	0	0.000424210364222777	0	0	0	0	0.000692055164765752	0	0	0.00119682716926205	0.00551528326783784	0	0	0.00245927837439374	0.0137562901446348	0.00103039736977854	0.00178996166875766	0	0.00541871905511113	0.0041164993170489	0.00361750140307025	0	0.00131344202383118	0	0.00123656480922038	0	0.00205277191390003	0	0.000237361792250322	0	0	0	0.00626984280314007	0	0	0.00603022008395748	0.00330313915037622	0.00155066101525193	0	0.00145189756818059	0.00113004437126626	0	0	0	0.00781680651040861	0.000520554557180856	0	0.0160235034244588	0.00020504687788673	0.0356398179903736	0.00770520423503496	0	0	0.0377725982177062	0	0.00299848893102654	0	0.00477347447466464	0.0156996424868921	0.000363054376469236	0	0	0.000304288125638701	0	0	0.00315980207314483	0	0.00196046640025518	0	0	0.0697412816970769	0.00312980332721332	0.000259036996914423	0.000587725563193898	0.00116176716260847	0.000317691690301274	0.00394949305916838	0.000449433912135272	0.000367145432693214
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Enterobacteria_phage_VT2phi_272	0.00275010772500776	0.000736289160074224	0	0.0023882411689355	0	0.00472788651691065	0	0.000424210364222777	0	0	0	0	0.000692055164765752	0	0	0.00119682716926205	0.00551528326783784	0	0	0.00245927837439374	0.0022139610151728	0.00103039736977854	0.00178996166875766	0	0.00446434583601132	0.00344160223698925	0.00154615053184142	0	0.00131344202383118	0	0.00123656480922038	0	0.00172152917324798	0	0.000237361792250322	0	0	0	0.00112311070754687	0	0	0.00603022008395748	0.00330313915037622	0.00155066101525193	0	0.00145189756818059	0.00113004437126626	0	0	0	0.00706398405354742	0.000520554557180856	0	0.0112226872233564	0.00020504687788673	0.0299726806979194	0.00353632789409594	0	0	0.0245049934365839	0	0.00299848893102654	0	0.00337000574707838	0.0133509301423195	0.000363054376469236	0	0	0.000223144625468381	0	0	0.00315980207314483	0	0.00196046640025518	0	0	0.0526975388835377	0.000613105233134995	0.000259036996914423	0.000587725563193898	0.000649641229703513	0	0.00394949305916838	0.000449433912135272	0.000367145432693214
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Escherichia_phage_P13374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050816431682373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Escherichia_phage_TL-2011b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00641889416629236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122614838713832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001142155716566	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Escherichia_virus_ArgO145	0	0.000657960526023775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593918140802579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00480081620110245	0	0	0.00154104084700699	0	0	0.00358847820206989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260804873238637	0.000317691690301274	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Escherichia_virus_TL2011	0.000861899703670911	0.000287204991518314	0	0.00146683548513333	0	0.000807447858419756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285107209867576	0	0	0	0.000954373219099808	0.000674897080059647	0.000589009726415781	0	0	0	0	0	0.00033124274065205	0	0	0	0	0	0.00077793448091549	0	0	0	0	0	0	0	0	0	0	0	0.000752822456861182	0	0	0	0	0.00566713729245417	0.00140943680773091	0	0	0.00459748341081517	0	0	0	0.00140346872758626	0.00234871234457261	0	0	0	8.11435001703202e-05	0	0	0	0	0	0	0	0.0170437428135392	0	0	0	0.000251321059666322	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Eschericia_virus_Lyz12581Vzw	0	0	0	0.00187458397739061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114149069127614	0	0	0	0	0	0.000888423004010469	0	0	0	0	0	0	0	0	0	0	0	0.00105098433183285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__Shigella_virus_VASD	0	0	0	0.000439521102043561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113087217321776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121839868620112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Oslovirus|s__crAssphage_cr60_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209166489570655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137454237751233	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus	0.00587885347012529	0.00375455252548487	0.000588522957274541	0.00377564512960312	0	0.00108167543297741	0	0	0	0	0	0	0	0	0	0.00392112247672625	0.00368889386015347	0.000386476203831967	0	0.00501245646853707	0.00902574034962533	0	0.0047601178443885	0	0	0.00893772541935345	0.00332299653986236	0	0.00071107033703964	0	0	0	0.00076978946771251	0	0	0	0	0.0085170711430805	0.00447183529426917	0.000367000569744859	0	0.00321949129078944	0.00144512337828959	0	0.000323315766206453	0	0.000942526091318145	0	0	0	0.0179673626370869	0	0.000530173100208149	0.0236806493945614	0.000253702069249683	0.0305357745381917	0.0115302119572204	0	0	0.0247409704612098	0	0	0	0.0117950201147743	0.00569149949782373	0.00150768414672641	0	0	0.00125772425263996	0	0	0.00231631410617809	0	0	0	0	0.0930788312143867	0.002813361916563	0.000428750891444562	0.000430998746342192	0.000919929916514463	0.000687008280276504	0.00499395615254088	0.000441479329619604	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Enterobacteria_virus_ST2-8624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191257213812268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_Stx1_converting_phage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138040734758976	0	0	0	0	0	0	0	0	0	0	0	0.000307915787085004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_phage_TL-2011b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00612254699148034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321949129078944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_86	0	0.00132636486992094	0	0.0020916968109302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386476203831967	0	0	0.00274488691809194	0	0.000570427344988705	0	0	0	0.0013449055419827	0	0	0	0	0	0	0	0	0	0	0	0.0024419930063175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189815060568349	0.0149596861980782	0	0.0121427164555849	0.00614293693008022	0	0	0.00443067206582099	0	0	0	0.00435747625900284	0.00569149949782373	0.000352969532678424	0	0	0.000206915925434317	0	0	0	0	0	0	0	0	0	0	0	0	0.000297835959657444	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_AU6Stx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000764533300203557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_F451	0.00179853059552138	0.00242818765556393	0.000588522957274541	0.00124442721662936	0	0	0	0	0	0	0	0	0	0	0	0.00196521815341862	0.00260028322449979	0	0	0.00182433741227754	0.00228298138255229	0	0.00241939873909002	0	0	0.00111861394485024	0.000868789346463276	0	0.00071107033703964	0	0	0	0.000461873680627506	0	0	0	0	0	0.00202984228795168	0.000367000569744859	0	0	0	0	0.000132058552394185	0	0.000942526091318145	0	0	0	0.00731492487250115	0	0.0001570883259876	0.00872096319648318	0.000253702069249683	0.0183930580826068	0.00538727502714015	0	0	0.0153140951843436	0	0	0	0.00300863355973581	0	0.000423563439214108	0	0	0.000624804951311466	0	0	0.00231631410617809	0	0	0	0	0.0930788312143867	0.00175526094970099	0.000428750891444562	0.000430998746342192	0.00035090110217562	0.00038917232061906	0.00499395615254088	0.000441479329619604	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_P27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00499620321104516	0	0	0	0.00116395460341735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_PA28	0.000637706139132234	0	0	0.000439521102043561	0	0.00108167543297741	0	0	0	0	0	0	0	0	0	0	0.00108861063565368	0	0	0	0.000706131450882452	0	0	0	0	0	0.00075098740118012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174458525366188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_SH2026Stx1	0.00344261673547167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195590432330763	0	0	0	0	0.00114679995030534	0	0.00177029176030977	0	0	0.00103285354241173	0.000358314250236267	0	0	0	0	0	0	0	0	0	0	0.0085170711430805	0	0	0	0	0.00144512337828959	0	0	0	0	0	0	0	0.0106524377645857	0	0.0001832697136522	0	0	0	0	0	0	0	0	0	0	0.00326495569261833	0	0.000731151174833877	0	0	0.000251544850527993	0	0	0	0	0	0	0	0	0.00105810096686201	0	0	0.000569028814338843	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__Escherichia_virus_WGPS9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318811905625953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Traversvirus|s__crAssphage_cr111_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000663710940611145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071155555336043	0	0	0	0	0	0	0.00476771460821385	0	0.00494698197464342	0	0.0259165349719992	0	0.000260145962500303	0	0	0	0	0	0	0.0021095303306513	0	0	0	0	0	0	0	0.0455322492588552	0	0	0.000182149727440255	0.0105151079852533	0	0	0	0.0003242872650094	0	0	0	0	0.00020504687788673	0	0.0186750377024346	0	0	0.0042435178738763	0	0.00286587762695166	0	0	0	0.00514831275520958	0	0	0	0	0.000251492757072753	0	0	0	0	0	0	0	0	0.000364389849180217	0.00147947491728099	0	0	0.00224716956067636	0.00278628177687727
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Enterobacter_phage_Tyrion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140419650373368	0	0	0	0.00157082433144453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001425571518805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000834575594363637	0	0	0	0.000442586275027437
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Enterobacteria_phage_P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251053177357644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Escherichia_phage_TL-2011b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281460006391322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Escherichia_virus_phiV10	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071155555336043	0	0	0	0	0	0	0.00476771460821385	0	0.00494698197464342	0	0.000811217236234836	0	0.000260145962500303	0	0	0	0	0	0	0.0021095303306513	0	0	0	0	0	0	0	0.00288080236418885	0	0	0	0	0	0	0	0.0003242872650094	0	0	0	0	0.00020504687788673	0	0.0186750377024346	0	0	0.0042435178738763	0	0	0	0	0	0.00514831275520958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00224716956067636	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Salmonella_virus_Epsilon15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00605747091713224	0	0	0	0.00277495780949191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035090110217562	0	0	0	0.000538144675317451
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__Salmonella_virus_SPN1S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225520109401973	0	0	0.000182149727440255	0.00211095004793492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144030610814665	0	0	0	0	0	0	0	0	0.000251492757072753	0	0	0	0	0	0	0	0	0.000364389849180217	0.000293998220741736	0	0	0	0.00180555082653238
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__crAssphage_cr111_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000802755652031589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Uetakevirus|s__crAssphage_cr1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441020080437107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified	0.0387157375562234	0.0467360849834348	0.0619005428394915	0.120365236740363	0.706723670118887	0.00954718222534052	0	0.0403636161557972	0.000613218687014813	0.14415564087486	1.98011063900116	0.0139913025535269	0.0890234598312308	0.00531573854569262	0.00324747285721593	0.214930600556231	0	0.0342629558325792	0.000719830167411789	0.62100356085623	0	0	0.0188290198617392	0.00988052816063329	0.0110336148274817	0	0.0594212645665787	0.00452527008159489	0.286094847452994	0.0376739242830575	0.00798369422460934	0.00788633754281267	0.00393758976211733	0.00390073063392954	0.0525404722734833	0.142263815761733	0.404320663236691	1.65496385337294	0	0.00103512981210088	0.000894614745019543	0	0.0966772434256453	0.470617733411935	0.000578325384622811	0	0.0253544453256159	1.17706195069396	0.0319438659671884	0.0960295663509085	0.0346381977095795	0.078944100729389	0.00505300781926779	0.903321108787469	0.0210572717477237	0.928839377924493	0.0311392138093562	1.08166362020182	3.81659199060809	0.127236370536657	6.35446009545958	0	1.19296410981578	0	0.288032333378319	0.00616183955618619	3.35704473691394	0.0985901537218162	0.0122161539506417	0.072513832256693	0.00101366978616058	0.995796545457883	0.280482479895011	0.0654564567888639	0.0029372539816098	1.09290949738558	0	0	0.00395254728050455	0.00244102017246532	0.00395949216644112	0.125118901079028	0.0141732518692052	0.00243410224979457	0.0682085802491147
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Bacteroides_phage_DAC15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134045304689921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Bacteroides_phage_crAss001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000541478108892384	0	0	0	0	0.00661281257570687	0	0	0	0	0.171259186819842	0	0	0	0	0	0	0	0	0	0	0.000537083856254576	0	0	0.00482661464547062	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Bacteroides_phage_crAss002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579942554834306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103950427077489	0.00193221162068101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000803747868800555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Enterococcus_phage_EF62phi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113643553718155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267773550562057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Escherichia_phage_TL-2011b	0.00613293950993579	0.001394249686098	0	0.00196460637178508	0	0.00833854958191975	0	0.000477236659750624	0	0	0	0	0.000713026533395017	0.000686441827947709	0	0.00162992026942303	0	0	0	0.00621526716437691	0	0	0.00905799284025167	0	0.00841439054839664	0	0.00166395247712458	0	0.00192034282104973	0	0.000848911555536211	0	0.00115235150621206	0.00197649688637599	0	0	0	0.0024355576059069	0	0.000329359485668463	0	0	0.00579559933244363	0	0.00026411710478837	0	0.00110537091337835	0.0015112095350766	0	0	0.0144332794368219	0	0.000261813876645999	0.0263304505445205	0.00047960117200625	0.0470344240581682	0.0300184568297147	0	0	0.0486112670729377	0	0	0	0	0.0384016153210179	0.00448775548691139	0	0	0.000202858750425801	0	0	0.0064944203052465	0	0.00309724790015744	0.000170335803742577	0	0	0	0.000352826254417921	0.00076796140257336	0.00146524919692252	0.000258124498369785	0.0103660154320732	0.00119716466860812	0.000497909559405866
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__IAS_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702586981378873	0	0	0	0	0.226202292389936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__Weissella_phage_phiYS61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122197367121462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__crAssphage_cr106_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309151652286614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Podoviridae|g__Unclassified|s__crAssphage_cr107_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00320153330193804	0	0	0	0	0	0	0	0	0	0	0	0.0008616651279289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095394503790265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175397315294327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
