feature	Arthrodermataceae	Aspergillaceae	Ceratobasidiaceae	Chaetomiaceae	Cladosporiaceae	Clavicipitaceae	Cryptococcaceae	Debaryomycetaceae	Dipodascaceae	Glomerellaceae	Herpotrichiellaceae	Malasseziaceae	Marasmiaceae	Mycosphaerellaceae	Nectriaceae	Ophiocordycipitaceae	Ophiostomataceae	Phaffomycetaceae	Pichiaceae	Pneumocystidaceae	Pyriculariaceae	Saccharomycetaceae	Saccharomycodaceae	Schizosaccharomycetaceae	Sclerotiniaceae	Sordariaceae	Trichocomaceae	Trichomonascaceae	Ustilaginaceae
CON39	-10.9632863218059	-5.15526496291428	-10.8484856755518	-3.41362792902417	-3.95759222025039	-5.17094658514655	-10.7012398078414	-5.78779314688749	-6.59212882464631	-3.5377462044732	-10.9508989160503	-10.8852444366012	-7.32909441881251	-4.89439839376319	-9.40395400014989	-5.73633354753094	-2.89983227981382	-10.8596785713317	-5.71318821088309	-10.9939676379421	-5.29146934651259	-3.37451979583899	-7.30582463948967	-1.72038132055345	-10.9585027164693	-10.8781175699255	-6.87072948786957	-10.8829440425428	-5.68289428856948
CON40	-7.90050457965542	-3.69652041379941	-10.8484856755518	-3.21736959452931	-5.70831041437206	-4.82497194848804	-7.88614928667835	-6.23147781414578	-7.68637977430257	-5.21344389131551	-10.9508989160503	-10.8852444366012	-10.9495565482069	-6.26358999929953	-7.84392105128905	-6.74346086950982	-3.47088861545366	-10.8596785713317	-5.22921120717383	-10.9939676379421	-4.12545403817222	-3.27348147410134	-10.9615943907567	-1.48467832218249	-6.54436076943013	-7.81644031486694	-5.95564613384787	-10.8829440425428	-6.10141727358141
CON41	-6.39444146992327	-5.80947896920212	-10.8484856755518	-3.71837966736787	-5.68196554586784	-4.6732745856038	-10.7012398078414	-5.85298060783869	-6.95462086971453	-5.77652854740082	-10.9508989160503	-10.8852444366012	-10.9495565482069	-5.9233699357301	-6.48279734434411	-7.27129323915041	-3.96254053301077	-10.8596785713317	-5.95989581175521	-7.695100948057	-5.1639097037768	-2.98253200819824	-10.9615943907567	-1.00842961698544	-10.9585027164693	-8.27129323915041	-7.60970945682633	-7.92336993573011	-6.81424821334998
CON42	-7.21065181214268	-4.7477176546622	-10.8484856755518	-4.05191388466889	-4.58012673404107	-6.3481553358926	-10.7012398078414	-5.90579723061425	-7.61799491963151	-4.91048892593897	-6.61288802919843	-6.26970623820726	-5.97946914249495	-6.49545142666013	-5.61288802919842	-7.31460277618158	-4.07104574484708	-10.8596785713317	-6.53354459783221	-9.33128151732828	-4.6661108857067	-2.89956527690273	-10.9615943907567	-1.2923625280359	-9.58762127058809	-9.71315215267187	-6.72964027546042	-8.1428364279151	-4.61416305804048
CON43	-7.63172222935024	-4.18780361008424	-10.8484856755518	-4.31465169811215	-5.40759891993465	-5.68418964924435	-7.59580265509527	-5.58696077834347	-8.43907715140784	-4.23767391849233	-10.9508989160503	-9.39725697571326	-7.92662715047103	-5.68418964924434	-5.62667959911716	-7.41801553587999	-5.18002625949252	-10.8596785713317	-5.25274439344389	-8.97195114098056	-4.0804905859416	-2.32809495120579	-9.66855899753063	-1.4149152456209	-8.64389694329634	-7.06710837402086	-7.59580265509527	-9.71918507060064	-7.11714905652046
CON44	-6.68195518810719	-4.56692194516095	-10.8484856755518	-4.56692194516094	-4.58434439148076	-6.03671467546192	-8.17200604180288	-5.97178243982753	-6.90627248636813	-4.89619541368017	-7.9895279900175	-8.04782663058216	-7.10858066166125	-6.25113469158742	-4.86966234323391	-7.32581137788192	-4.74838254984615	-10.8596785713317	-4.93349395510315	-7.9472997546282	-4.81484945860453	-2.61087902609622	-10.9615943907567	-1.25743614363173	-9.7408488771608	-9.78975847764171	-7.59245703726808	-8.62537165974084	-5.82756051035409
CON45	-9.96328632180588	-9.46616717006267	-10.8484856755518	-7.31869983839829	-7.83661451831744	-7.98520945341544	-10.7012398078414	-6.59022846350882	-9.97244632109134	-8.4090860748554	-10.9508989160503	-10.8852444366012	-10.9495565482069	-8.6413582269185	-9.40395400014989	-9.40066330219327	-7.06371906700321	-10.8596785713317	-8.61229807998619	-10.9939676379421	-8.14036259713978	-0.162133943002522	-10.9615943907567	-3.96599963176445	-9.46616717006267	-10.8781175699255	-10.7322428143811	-10.8829440425428	-9.89429147428145
CON46	-6.8574687913697	-4.20616379581984	-10.8484856755518	-3.7891014610635	-4.84269343868929	-5.67066997136298	-9.45950480544984	-5.91371290200931	-8.22246560814894	-4.79721791026787	-8.03804103701154	-10.8852444366012	-7.39649500792399	-6.13757671056243	-5.75906508730869	-6.87454230472863	-4.10951279214454	-9.56642000936638	-6.14273841567821	-9.09693472606514	-4.37204196419945	-3.11584318861514	-9.45950480544984	-1.23912647775456	-8.6230035377327	-7.98145750864514	-7.20077053704962	-8.03804103701154	-5.5664200093663
CON47	-6.60377939546746	-4.67777997691122	-8.34074498963366	-5.17591785583102	-5.10127905493827	-6.35224062847149	-8.82617181680394	-4.78859435898742	-8.34074498963366	-6.14809991169126	-10.9508989160503	-10.8852444366012	-8.27363079377514	-6.39321240952779	-5.44868812023483	-7.28460191159612	-5.31802491313358	-8.96047290851555	-4.78664345261726	-7.64559957116209	-5.22262789034102	-2.45887841770761	-7.63152438595037	-1.07857555361429	-8.64559957116212	-8.38728757557072	-8.10857154750463	-8.0512383724387	-6.62453795563426
MI1	-6.92603810586934	-5.54270946631783	-10.8484856755518	-3.23406706218069	-4.34238298633496	-5.25730724745558	-7.8646375612052	-6.50708555658712	-6.15039204353907	-4.17813703402197	-10.9508989160503	-7.59161906679878	-8.04020912578868	-5.78426414474117	-6.26307309314691	-5.70140721233688	-3.45383291104854	-7.10087190769528	-6.51886272436347	-8.49540375153951	-5.10975005904172	-3.34064007456649	-9.02333530722425	-1.45383291104854	-7.74916034378527	-9.49540375153951	-7.94180542172767	-8.64224513986879	-5.31260894984612
MI2	-6.41513965023944	-4.21977301887556	-10.8484856755518	-3.78230914493804	-4.71168559429414	-5.82004277238456	-9.23123820536907	-6.26226510098965	-5.97204586582961	-4.35642031553266	-9.39350963426793	-6.87893646143813	-7.8910092937387	-5.71168559429414	-5.27803241684795	-6.96564809463147	-4.2929724368719	-7.73054462154546	-6.17111721293144	-6.4238832833114	-4.41841230579982	-3.60882286238572	-9.42827505242862	-1.32549915568371	-7.86696381977208	-7.79714237027448	-8.12761557429487	-9.23123820536907	-4.83163074665977
MI3	-6.76013445943119	-4.83564349074858	-10.8484856755518	-4.30165011268666	-4.38653901027317	-5.16220965191601	-7.89659670198046	-6.07459500395845	-6.29456068790034	-4.60066381562602	-10.9508989160503	-8.06009543426332	-7.93136212014112	-5.69272436861479	-5.17604026751798	-6.25549112322175	-4.13156718939636	-6.97603116947486	-5.38804731677845	-8.67420428064401	-4.674204280644	-3.30497047097827	-10.9615943907567	-1.30289435169513	-7.94906412187459	-7.30022943798705	-8.09908956587921	-7.5746686070931	-4.96023919743125
MI4	-7.15517679509572	-5.35595892247644	-10.8484856755518	-4.89830877561218	-5.20722354286529	-5.60858610524706	-8.71759672716577	-5.00175442456532	-8.52915163775268	-4.63606684166916	-9.44342176372683	-7.87707494117297	-7.60470267075985	-7.31097146770312	-6.138236932674	-7.45736095468467	-4.88176663649768	-9.01457846492293	-5.39902764436832	-8.6202995258109	-5.37237201236727	-2.67574659548976	-8.55889898114672	-1.09844308483706	-9.23697088625938	-8.47143613989642	-8.82193338698054	-9.01457846492293	-4.23997963613168
MI5	-6.80457128835707	-4.83462283022162	-9.0775897827635	-4.12541830785409	-4.44759970711237	-5.76826172465575	-7.62387181532059	-5.64114980675241	-7.1748869841184	-5.15613689295206	-7.23482952457467	-7.27023486070589	-6.53506254836272	-6.00496198267608	-5.85072388484772	-6.10929864249082	-4.00123889663336	-8.87323128425729	-5.72156848920771	-7.91465121163729	-4.27135540059979	-3.17104770631136	-8.57878392579208	-1.31951143875443	-9.84626423665714	-7.23482952457467	-8.31574951995825	-8.9572955490458	-4.8496076797314
MI6	-7.01599394427203	-4.5820073421922	-9.64604433452182	-3.25372691174296	-4.5177430767442	-4.90265247119608	-10.7012398078414	-5.46660911379694	-6.3310026252196	-4.20547174313574	-9.95089891605026	-9.36593641532902	-8.9508989160502	-4.99123784518645	-4.82647346275447	-5.95089891605014	-3.47468879747296	-8.82890839167158	-5.57893013866319	-9.99396763794209	-4.64389906269016	-3.49774934905095	-10.9615943907567	-1.68991021989336	-10.9585027164693	-7.66332232595357	-10.7322428143811	-6.6852149318024	-5.40900513722087
MI7	-6.56790396062772	-4.45531213425135	-10.8484856755518	-4.61390912989214	-4.15521040181716	-5.99338824734167	-9.61229807998622	-5.91980711496057	-7.61229807998619	-5.12044498365649	-10.9508989160503	-9.71921328390277	-6.66476549988031	-4.75609489782649	-7.55753227655527	-8.02733557926502	-5.14120354382328	-9.71921328390277	-7.61229807998619	-7.88049419093574	-4.86890621666052	-2.39382133371174	-8.04461357069686	-1.27260711309804	-8.06210099742571	-9.51276240643527	-8.01026206590607	-9.61229807998622	-5.01026206590606
MI8	-5.88379393912102	-4.61591556105591	-10.8484856755518	-4.00257707409124	-5.37181088375696	-5.29667655369618	-7.37181088375698	-5.33596568481024	-7.06264201958496	-5.32275006530608	-8.43676632559774	-8.61860464858358	-6.08106749405512	-6.48502149420495	-6.18484795195812	-6.05533721896171	-4.70312655713831	-8.09973133832016	-5.84864348398326	-7.38091309086424	-4.51602172090909	-2.6488637662063	-7.98425412090025	-1.35952894955226	-8.0699839949261	-7.68469383904133	-7.45587514854544	-7.9165095142644	-5.25006561140459
MI9	-6.50242233803987	-4.85348324797191	-10.8484856755518	-3.97333633551121	-5.53189345653103	-6.07813252552283	-9.68299458368171	-6.54003662983965	-7.52379598883244	-5.46835166195017	-8.4199601778479	-9.73190418416269	-5.40749082588567	-6.42497825261452	-5.55646217775276	-7.08209053909152	-4.19328039810834	-9.54549105993179	-5.96783335983384	-8.61260525579032	-4.95144926529973	-2.21756422442294	-9.78253025723269	-1.3693556969989	-8.46060216234528	-8.00492267856905	-6.59553174243134	-7.84841819288906	-6.06632322323319
MI10	-6.2571282951448	-5.22441272000141	-9.4403501192006	-3.74531520550027	-3.90377910258168	-5.58236912407299	-8.77738510647815	-5.58236912407299	-7.56588100128443	-3.74763776308408	-8.4403501192006	-9.18401036594078	-7.41060277580653	-5.05185440737421	-6.11042923355967	-5.37905393993169	-3.47200332047065	-8.80292019858528	-5.45545701159078	-10.9939676379421	-5.91330759440859	-2.76949719704782	-7.6215904338707	-1.66263818269105	-8.20088418450517	-8.67953778308003	-8.67953778308003	-9.61027512064287	-7.48099210369791
MI11	-6.33268289923852	-5.17695177937896	-9.10023681323819	-4.14471144237874	-4.68262537029547	-5.66346579201202	-7.6001632101035	-5.44488498462559	-7.34687678082128	-5.22670481457606	-8.07977271067843	-8.14205698893277	-7.44816011665845	-5.82012889404541	-5.49820079915805	-5.85014146311185	-4.25797627623233	-9.52908011204211	-5.85014146311185	-8.39662981601837	-4.39662981601837	-3.12951460576039	-7.64455732946195	-1.25725798144982	-10.9585027164693	-7.33470206687518	-6.6001632101035	-7.31065659290853	-5.05709232153762
MI12	-5.82551470483768	-4.48147144856895	-7.10269329299174	-3.69992273431814	-5.58563485677239	-5.01648515108782	-8.32508571432821	-4.48957975195644	-7.56835686534057	-4.53680802946572	-7.69121361312608	-7.98666949665227	-7.22113475028929	-5.90384306552264	-6.30450483690575	-5.75680195475366	-4.47916313601109	-10.8596785713317	-4.71274677467573	-6.24055220411652	-4.81528796299043	-2.89381627534604	-8.8138328997901	-1.59826075965883	-6.5981042087346	-8.65950475339875	-8.61828209067227	-8.86113861456842	-5.26023456997822
MI13	-7.17083036390749	-5.14858795355118	-10.8484856755518	-4.32441921008911	-5.60501291245302	-5.6871511990235	-7.13859002690728	-6.47352898731479	-7.47856457721209	-6.00181129344682	-9.55097307274018	-9.6842396036037	-5.55362752618611	-6.74969266509223	-5.93453234054581	-7.41926739352832	-4.84402004764036	-9.11487395793352	-6.29858591110585	-9.17900429535321	-6.13461017599473	-1.47133143161054	-7.74361815068255	-1.61087543174169	-10.9585027164693	-8.31650781910312	-7.57234672353271	-9.31650781910317	-6.36231150871624
MI14	-5.25300060082946	-5.30151853711881	-10.8484856755518	-4.31331496458265	-4.30504734859905	-5.50562165972982	-7.73072336832426	-5.21046655699091	-6.49215101993237	-5.53294624624204	-10.9508989160503	-8.25983263431193	-10.9495565482069	-5.61524615090431	-7.87711285530577	-6.01286659710574	-4.37132056801822	-9.00902453081137	-6.0361363764286	-7.6932486629056	-4.50021830120048	-3.28923522924263	-10.9615943907567	-1.09409874778059	-10.9585027164693	-7.563613382489	-7.29682684179409	-10.8829440425428	-5.58633345898907
MI15	-6.08792650670216	-7.44880823593411	-9.43370134354388	-8.29074338970186	-7.16068284913748	-7.98520945341544	-7.37480765449032	-5.0908858821827	-10.9724463210913	-7.62634642148632	-8.69673574937775	-10.8852444366012	-6.95257465380726	-8.66111183964696	-8.40395400014989	-9.40066330219327	-6.55105829418205	-10.8596785713317	-5.86891672476036	-3.88938082732006	-6.72404309537341	-2.2351198834785	-7.73326162540283	-0.798134361973732	-9.37480765449031	-8.97426972490662	-10.7322428143811	-10.8829440425428	-6.47950503315702
MI16	-6.62332365107806	-4.08650264484825	-10.8484856755518	-3.29140378453353	-5.1087504782483	-5.2180671725918	-8.83277701670705	-6.17660756549344	-5.67146514556941	-5.27162547725692	-9.68593562837775	-9.88524443660124	-8.70939460120173	-6.72126870149003	-5.84571607241451	-7.13233729856592	-3.84896905020959	-10.8596785713317	-6.02174643650601	-8.66285201526471	-4.84409232993484	-2.99537434624836	-8.08554308708699	-1.49962166639639	-7.10097312765659	-6.76976721918122	-5.87194761398768	-6.83923203884431	-5.27818816502938
MI17	-5.83707933120181	-5.48186995676835	-9.33800725191227	-3.96619028123251	-5.14161003910873	-6.00013761315586	-9.0485006347173	-5.51546592603996	-6.86407606357983	-4.21331150446292	-10.9508989160503	-7.71785532272879	-8.33800725191227	-5.05123560243849	-6.2663462667848	-6.2984788877256	-3.91298566406077	-7.92296975263339	-4.6750422391898	-9.09289475407573	-4.96619028123251	-2.48602691670155	-9.09289475407573	-1.53758665267437	-6.43468327132392	-9.00543191282543	-6.78001179879135	-10.8829440425428	-6.66662999937363
MI18	-7.03512399807221	-4.99470972962629	-10.8484856755518	-4.00270252037982	-5.26573692621362	-6.27732490048883	-5.90060433276108	-6.52646486466425	-7.43277941912281	-6.30473105782949	-9.86228740121008	-9.14405836962541	-5.70013975035939	-6.89167120799109	-5.45453993786162	-6.84494015764609	-4.93690046198408	-9.20177386748171	-5.64655871015456	-9.14405836962541	-5.33872544515297	-1.86156041956654	-8.72902087034653	-1.44988828552542	-9.95850271646928	-7.9585027164693	-7.94611899201348	-9.81648371159688	-5.86519899662989
MI19	-5.52602884283377	-4.89872005140303	-8.42526586589886	-3.99209443789477	-5.28101227205874	-5.23763886272308	-10.7012398078414	-4.46738073979508	-8.81758328867761	-4.23512764356703	-10.9508989160503	-9.3581516700404	-9.44834947901196	-5.51076208618046	-6.17854411520068	-5.95133467756644	-4.21395694369142	-8.81758328867761	-5.12875019018451	-7.07162891128416	-5.81758328867761	-3.06939043908816	-6.74433430664698	-1.36174237955122	-6.53835964474449	-8.47180845183592	-5.98469327451288	-6.53835964474449	-8.01022836662004
MI20	-5.68860301236498	-5.04499451682057	-10.8484856755518	-3.69170225102386	-4.73900796580222	-5.85930219951995	-6.42350614007431	-6.23086106213192	-8.69480816189174	-4.92708031395479	-10.9508989160503	-7.71989914285452	-8.16047173424056	-5.31916948025956	-7.04499451682059	-7.0609360606896	-4.01945942471343	-7.7979016548558	-5.7979016548558	-8.23086106213197	-4.53876868670433	-2.73500603524473	-9.46532631576892	-1.28688114778816	-9.38286415557694	-6.7979016548558	-10.7322428143811	-8.02922720096229	-8.19523715240124
MI21	-7.53632431773989	-4.18119466248411	-10.8484856755518	-4.21363309401118	-4.07550549222561	-5.58879173763401	-5.72570168184836	-6.23438059730667	-6.15605223662171	-5.62892492472143	-10.9508989160503	-7.58286690367691	-8.04328430645977	-5.40159921572666	-7.40507978446162	-5.92114720397171	-3.8195366055113	-10.8596785713317	-5.46738968625697	-10.9939676379421	-4.32295646120141	-2.95997494732343	-6.70624931918219	-1.45425978041536	-9.45471055218629	-7.64735563012864	-7.00053465900043	-7.83178020126606	-5.71918837488969
MI22	-6.99524964004572	-3.9392018835394	-10.8484856755518	-3.13601058642333	-4.7731316779588	-5.04111529976433	-7.28347613733338	-6.32633161629518	-8.08031318747701	-3.85639329639394	-10.9508989160503	-6.73895456264072	-7.11120719542278	-4.97996266214451	-5.53250368517329	-5.64554362307395	-3.67697613091061	-9.67755401797661	-4.97143439076312	-8.4083673851612	-4.20473302211209	-3.62533433484632	-10.9615943907567	-1.85492190917726	-9.71502872339531	-8.27645570965563	-7.11120719542278	-8.23503578227565	-5.38741699000429
MI23	-6.9250060889856	-3.57897420180182	-9.00562454919391	-2.73196290370724	-5.64766814512231	-4.65334007901393	-8.87871243671167	-4.77968306077636	-10.9724463210913	-4.19649400224642	-8.77614270307111	-9.00562454919391	-10.9495565482069	-5.10983166246869	-5.22095210162838	-7.84865520285549	-3.23273173508015	-10.8596785713317	-5.01811549337708	-9.36110520379227	-4.1328523870204	-3.40896352708885	-7.04768860876042	-2.15883730495885	-9.18178150434773	-10.8781175699255	-10.7322428143811	-8.89397919336499	-6.2318221868473
MI24	-7.09201552923883	-4.10771185971669	-10.8484856755518	-3.4507455876157	-4.57841165623784	-4.88757577731587	-7.74532319435813	-9.17242750864549	-7.00429938361755	-4.65507407405543	-8.83617662480925	-8.38200073162344	-8.38200073162344	-5.21441776809949	-6.33537457175207	-6.5701397308139	-3.6420107562794	-10.8596785713317	-5.99823338291821	-10.9939676379421	-4.06376307006074	-3.3097947622473	-10.9615943907567	-1.45922645385968	-10.9585027164693	-7.23685883111099	-9.23210530114038	-7.54339487558138	-5.40054803075714
MI25	-7.07321309186233	-4.11925066249093	-10.8484856755518	-3.54053901661312	-4.86905978881092	-5.57798075179718	-8.75564140201913	-6.35228570778789	-7.79097447513137	-4.59219461101688	-9.70983771240606	-9.31752028962727	-9.12487521168484	-6.15141699913731	-4.8596508747602	-6.85808867098991	-3.68262282724613	-9.42443549354377	-5.88328922511505	-8.40605696422887	-3.73973182179379	-2.70351163388103	-8.02333718522276	-1.76567472655118	-7.7556414020191	-8.73255778890609	-7.54996637562758	-8.3522857077879	-5.01983974098653
MI26	-7.53006282682785	-4.25144977362823	-10.8484856755518	-2.94397189817204	-5.108689370765	-4.68639975569287	-9.19868325659593	-6.80124807378251	-6.92938209235976	-4.3355140384167	-10.9508989160503	-9.5643327289126	-7.38825550048868	-5.69681637163821	-5.2285988345002	-6.5678049208194	-3.52288417431843	-10.8596785713317	-6.90722044243561	-8.71018359537605	-4.18728909019417	-2.8783710234129	-8.90722044243563	-1.78461337376919	-9.26477244705372	-7.28749252355378	-8.41928239610931	-6.92938209235976	-6.37602919815542
