Feature	CON1	CON2	CON4	CON5	CON3	CON6	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON43	CON44	CON45	CON38	CON39	CON40	CON41	CON42	CON46	CON47	CON20	CON21	CON22	CON23	MI33	MI32	MI38	MI36	MI34	MI35	MI37	MI27	MI28	MI29	MI31	MI17	MI21	MI20	MI24	MI23	MI26	MI19	MI18	MI15	MI25	MI22	MI14	MI16	MI2	MI1	MI12	MI4	MI11	MI13	MI3	MI8	MI5	MI9	MI7	MI10	MI6
Methanoregulaceae	132	66	42	0	105	102	63	0	39	0	324	168	126	78	296	0	132	0	0	36	0	0	0	108	60	0	0	195	126	57	0	0	57	0	60	0	0	0	102	123	255	96	54	36	0	0	153	309	0	72	0	0	0	0	0	0	0	252	105	0	0	36	0	111	129	57	51	36	149	183	177	156	87	36	0	66	0	111	0	78	0	300	180	57
Methanosarcinaceae	621	156	99	527	269	561	144	889	1252	586	646	681	591	885	63	762	275	441	303	541	0	223	746	147	132	304	278	239	350	300	1136	188	377	548	66	45	456	362	431	738	918	537	117	726	468	236	1080	569	204	204	1144	559	513	458	472	654	1104	483	535	877	204	685	205	214	191	5223	1290	733	90	1483	1181	519	480	3584	143	354	2907	339	1697	461	2469	288	846	237
Methanosphaerulaceae	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
Methanospirillaceae	0	0	0	0	90	0	0	36	75	0	0	0	0	60	0	30	162	0	0	60	0	0	0	0	0	0	78	0	30	0	300	0	0	39	69	0	0	0	0	0	0	0	0	0	0	0	372	0	0	39	0	0	0	0	0	30	75	30	0	30	75	114	0	0	207	0	0	0	0	0	0	63	0	36	0	69	0	0	180	0	42	0	66	105
Methanothermaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothermobacteraceae_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
Methanotrichaceae	0	0	0	0	282	306	33	351	777	0	0	0	0	186	0	78	0	0	0	0	0	33	312	0	0	69	0	105	108	111	531	0	491	0	0	0	0	42	0	156	96	0	0	408	0	0	0	0	0	0	51	0	0	75	81	0	153	0	336	148	183	792	120	0	195	54	0	0	138	33	0	33	605	288	0	36	0	69	45	39	0	45	36	339
Methermicoccaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrarchaeaceae	435	36	33	0	0	0	0	30	108	33	0	93	66	39	0	48	0	111	0	96	0	117	42	0	108	0	30	0	42	0	0	54	36	0	0	0	0	33	174	90	0	0	0	0	0	0	393	42	0	0	0	114	60	0	0	0	99	0	0	246	0	0	0	0	0	0	0	144	126	192	0	0	48	0	30	33	57	0	0	0	0	0	168	105
NBVN01	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	33	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	33	0	30	108	45	0	0	0	0	0	0	0	0	0	0	0
NM3	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0
Naiadarchaeaceae	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanoarchaeaceae	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanopusillaceae	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	87	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	105	0	0	0	0	36	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	84	0	0	72	0	36
Nanosalinaceae	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	63
Natrialbaceae	216	81	99	60	102	0	165	48	122	0	295	177	54	90	0	30	120	78	0	93	1609	0	1200	0	0	0	48	420	30	0	109	726	141	0	0	42	57	303	36	42	57	0	0	0	78	0	0	193	0	36	0	0	243	120	0	45	111	0	93	0	0	271	0	180	0	96	0	164	210	87	174	139	463	130	0	51	0	2257	0	367	0	96	30	772
Natronoarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	39	0	0	36	0	0	0	0	0	0	0	0	0	0	0
Nitrosocaldaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0
Nitrosopumilaceae	96	33	116	372	490	165	1150	333	468	228	156	240	753	924	81	375	255	140	174	260	51	137	138	73	549	464	166	383	302	343	600	162	0	175	5977	380	0	489	237	315	309	477	97	279	108	66	626	219	144	0	120	69	84	384	909	668	541	129	373	808	1611	801	214	587	246	630	0	0	135	389	173	347	465	2031	321	291	98	436	248	184	181	294	42	124
Nitrososphaeraceae	171	0	249	75	0	51	84	39	150	765	201	222	357	197	63	99	134	54	213	291	0	144	123	0	171	0	0	213	141	0	117	96	0	0	51	60	45	45	0	54	210	45	114	114	171	102	72	0	0	36	117	318	0	183	0	74	0	77	246	227	60	42	39	450	86	213	240	66	30	788	378	0	159	1010	39	144	36	489	105	162	39	216	80	0
Norongarragalinaceae	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	66	0	48	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0
Odinarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	63	0	0	0	0	0	0	57	0	0	0	30	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	48	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
PEVX01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEZQ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
PNOQ01	252	0	0	0	0	0	72	0	0	0	0	0	81	0	0	60	0	54	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	60	0	0	93	0	51	87	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
PWKY01	0	0	0	0	0	0	48	0	123	144	0	0	159	0	0	30	0	201	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	51	0	0	0	0	0	219	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	60	48	99	0	0	0	0	30	0	0	33	60
Parvarchaeaceae	0	0	0	39	51	0	0	60	0	72	42	0	0	0	0	0	273	0	0	153	0	0	0	0	0	0	0	153	0	0	0	0	0	0	48	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	270	0	0	0	0	0	0	0	48	0	0	0	0	228	0	36	69	0	0	0	87	0	0	0	0
Poseidoniaceae	93	0	39	108	36	189	0	549	0	156	538	30	0	99	0	150	345	225	33	105	60	88	54	0	0	153	102	0	217	120	0	150	144	116	75	0	0	0	60	126	696	234	0	63	77	87	39	108	0	0	198	189	30	120	0	253	126	42	0	69	129	69	63	217	117	335	123	312	118	270	114	81	78	9828	111	333	93	48	102	66	152	42	117	0
Pyrodictiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0
QMVU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QMZM01	51	0	0	0	45	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	78	0	0	33	0	0	0	0	0	39	0
QMZP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	60	0	0	0	0	0	0	0	0	0	0
QMZS01	36	0	0	0	0	0	0	0	0	0	36	0	0	0	0	111	0	57	0	0	0	48	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	48	0	0	0	30	0	0	0	0	0	0	0	0	0	0
QMZT01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0
QS-9-68-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	72	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-13-38-9	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-16-48-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBG-16-68-12	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	120	0	141	0	0	0	0	0	0	42	0	0	102	0	0	0	0	48	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	51	0	0	33	0	0	0	0	0	0	0	36	0	36	0	0
RDOG01	42	0	0	0	0	0	30	0	0	0	36	0	45	0	0	0	0	0	69	0	0	36	0	33	0	0	0	0	0	0	0	84	0	0	0	0	39	0	90	0	93	72	30	0	0	0	0	0	75	0	0	0	0	0	0	0	51	42	0	0	0	0	36	51	69	0	0	135	0	51	54	0	48	0	0	0	0	0	54	33	0	174	0	0
S146-22	0	66	0	45	78	0	0	0	0	174	0	102	111	60	237	0	117	51	0	0	0	0	0	66	66	0	0	0	153	30	0	39	210	0	0	66	0	0	141	102	138	135	0	0	0	57	327	51	0	33	0	0	0	0	0	114	0	213	0	60	0	30	81	42	0	36	0	30	0	159	42	108	69	0	36	102	0	36	0	0	33	0	159	45
SCGC-AAA011-G17	0	0	0	0	0	36	0	0	840	60	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	36	0	0	0	0	51	0	0	0	0	0	0	0	120	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	60	0	54	0	42	39	0	0	0
SCGC-AAA252-I15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	51	30	0	0	0	0	0	39	0	0	0	0	0	0	0	0
SCSR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	36	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	240	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
SG8-5	0	0	0	0	96	0	0	0	0	51	0	57	0	36	0	0	0	0	48	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	66	0	0	0	0	0	0	0	0	147	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKGA01	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	111	0	0	102	0	0	0	0	0	0	0	0	51	0	0
SKIA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKSH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SM23-78	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	66	30	0	0	0	0	0	0	0	0	0	0	0	0	57	84	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	36	0	0	0	519	0	0	0	0	99	0	0	0	0	0
SOIM01	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	57	0	0	0	75	0	0	0	96
SOJC01	54	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	30	0	72	0	0	33	0	0	0	0	0	0	0
SOKP01	575	274	225	1481	490	820	773	479	1038	328	1281	550	2458	2301	411	977	557	775	302	527	0	952	407	748	635	564	868	367	825	1028	322	220	420	938	222	459	218	918	443	366	1128	872	1519	468	550	291	776	549	992	426	614	1008	371	760	78	852	2280	279	996	731	8405	1377	1385	2145	679	419	4654	788	567	1343	769	771	576	2929	393	1511	1947	566	947	986	331	1434	1180	363
SP79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	42	0
SW-10-69-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SW-7-71-33	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SZ-28-30	0	0	0	0	0	0	0	0	0	30	0	36	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	57	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SZUA-1535	0	0	60	0	0	0	0	0	0	0	0	0	0	0	102	0	4827	0	0	48	48	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	162	132	0	0	0	0	84	0	0	0	0	0	696	0	1077	0	39	0	0	0	0	0	0	0	0	0	51	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SZUA-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	48	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sifarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SpSt-1190	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SpSt-28	0	0	0	0	0	0	0	0	0	0	0	105	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	30	0	0	0	0	0	0	0	0	0	0	72	0	33	81	0	0	0	0	0	108	48	0	0	0	75	0	0	0	93	0	0	0	0	0	0
Sulfolobaceae	0	90	93	0	63	0	30	222	1442	30	90	91	271	436	0	451	66	87	297	141	0	117	0	141	354	0	69	270	72	0	237	114	135	117	165	103	57	675	378	54	474	109	90	96	0	300	1596	87	205	0	273	498	270	129	372	1058	276	262	30	0	189	45	327	216	120	168	0	252	39	137	0	953	474	8140	224	90	51	96	516	199	0	483	195	237
Syntropharchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	87	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sysuiplasmataceae	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCS64	0	0	0	0	174	0	0	0	0	0	72	0	0	36	0	45	0	0	0	0	0	0	0	159	0	0	0	0	0	132	198	0	54	0	114	33	0	0	0	0	93	189	0	33	0	39	0	78	0	90	0	69	0	0	114	72	0	45	936	33	0	30	0	39	48	0	0	93	0	33	33	36	0	72	0	0	0	0	0	0	0	168	0	0
Thalassarchaeaceae	0	117	36	0	108	387	135	0	165	81	84	135	48	204	0	258	159	226	345	360	486	0	156	0	0	39	0	81	120	267	0	0	0	0	66	0	105	69	105	187	69	96	0	51	0	75	201	107	99	144	0	0	78	336	69	153	497	117	0	160	0	39	201	105	0	150	234	78	72	117	208	606	75	285	45	122	78	96	87	232	0	138	48	102
Thermocladiaceae	33	0	0	33	0	0	0	0	51	0	0	0	0	0	0	0	0	54	0	102	0	0	0	0	0	0	93	0	0	0	0	0	0	63	0	0	0	0	30	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	93	42	0	36	252	0	0	99	0	0	0	0	0	456	0	0	0	0	0	0	0	75	0	0	48	0	0
Thermococcaceae	45	0	0	124	0	0	364	36	57	0	48	0	306	0	135	0	54	274	96	36	0	39	78	42	0	0	0	0	0	204	144	48	0	33	156	0	33	33	0	0	45	0	0	42	30	108	0	39	156	54	0	0	63	48	96	42	60	0	93	111	0	54	126	0	0	138	0	0	0	0	0	0	0	0	0	87	0	0	207	0	0	0	36	0
Thermofilaceae	0	0	0	0	0	0	0	0	0	30	0	51	0	0	0	33	0	0	0	30	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	198	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	87	0	0	0	69	0	0	0	0	0	0	0	0	0	0	30	66	0	105	0	0
Thermoplasmataceae	159	51	228	144	106	150	54	840	2107	826	262	36	391	265	163	120	157	0	0	204	0	78	0	45	0	0	0	123	470	690	120	0	39	0	0	78	0	45	177	0	183	142	151	159	0	168	160	54	42	81	185	135	0	256	331	105	103	232	1032	138	0	158	211	75	177	0	0	93	228	506	475	223	0	678	82	244	0	112	0	0	127	0	367	471
Thermoproteaceae	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	30	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	30
Thorarchaeaceae	0	0	0	96	39	138	132	0	85	0	63	135	33	33	33	0	36	84	0	0	66	0	0	39	33	162	51	33	321	261	69	0	51	0	114	87	0	0	114	0	138	0	48	174	93	100	0	0	66	0	144	0	0	51	57	0	0	51	0	57	0	300	39	30	252	0	1002	60	354	180	84	87	54	0	0	214	63	81	180	39	69	162	87	0
Tiddalikarchaeaceae	0	0	0	0	0	0	0	30	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	39	0	0	0	0	33	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA10107	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA10117	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	30	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
